target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q9NYY3_WT	Fold 4	8:8		0.5163977794943222	0.75	0.75	0.625	0.875	0.8333333333333334	0.7	0.7142857142857143	0.21875	0.78125
Q9NYY3_WT	Fold 5	9:7		0.5091750772173156	0.6875	0.7222222222222222	1.0	0.4444444444444444	0.5833333333333334	1.0	0.7368421052631579	0.15873015873015872	0.8412698412698414
Q9NYY3_WT	Mean	-		0.43185483635506206	0.6933823529411764	0.701388888888889	0.725	0.6777777777777778	0.6933333333333334	0.7709523809523808	0.6791144527986634	0.1822668650793651	0.8177331349206348
Q9NYY3_WT	SD	-		0.21668970837862817	0.10629176023081115	0.10531771450071599	0.2212653007891959	0.17883798447577637	0.11808659722612234	0.17558023879979118	0.12644076466862628	0.07903734466682873	0.07903734466682874
Q9NYY3_WT	Test set	19:17		0.6677640974713587	0.8333333333333334	0.8297213622291022	0.7647058823529411	0.8947368421052632	0.8666666666666667	0.8095238095238095	0.8125	0.1455108359133127	0.8544891640866873
Q8IY84_WT		1:20	Number of points 21 < 30										
Q8IVW4_WT		1:13	Number of points 14 < 30										
Q6ZN16_WT		2:13	Number of points 15 < 30										
P0C264_WT		6:14	Number of points 20 < 30										
O95747_WT		2:16	Number of points 18 < 30										
O43283_WT		12:16	Number of points 28 < 30										
Q13523_WT		4:16	Number of points 20 < 30										
Q9BVS4_WT		2:8	Not enough data in minority class of the training set for all 5 folds										
Q9BVS4_WT	Fold 1	2:3		-0.4082482904638631	0.4	0.3333333333333333	0.6666666666666666	0.0	0.5	0.0	0.5714285714285715	0.8333333333333333	0.16666666666666666
Q9BVS4_WT	Fold 2	1:4		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9BVS4_WT	Fold 3	1:4		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.375	0.625
Q9BVS4_WT	Fold 4	1:3		-0.3333333333333333	0.5	0.3333333333333333	0.6666666666666666	0.0	0.6666666666666666	0.0	0.6666666666666666	1.0	0.0
Q9BVS4_WT	Fold 5	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.0	1.0
Q9BVS4_WT	Mean	-		0.05168367524056071	0.6900000000000001	0.5333333333333333	0.8666666666666666	0.2	0.7433333333333333	0.2	0.7968253968253969	0.4416666666666666	0.5583333333333333
Q9BVS4_WT	SD	-		0.4590609557102991	0.196638416050035	0.22360679774997896	0.14907119849998599	0.3651483716701108	0.1495672770707897	0.3651483716701108	0.14209083121999266	0.3785327423579591	0.3785327423579591
Q9BVS4_WT	Test set	2:8		0.6666666666666666	0.9	0.75	1.0	0.5	0.8888888888888888	1.0	0.9411764705882353	0.125	0.875
P57058_WT		2:19	Number of points 21 < 30										
P07949_V804M		18:4	Not enough data in minority class of the training set for all 5 folds										
P07949_V804L		17:4	Not enough data in minority class of the training set for all 5 folds										
P0C1S8_WT		8:14	Number of points 22 < 30										
Q96S53_WT		3:10	Number of points 13 < 30										
Q9H422_WT		4:8	Not enough data in minority class of the training set for all 5 folds										
Q9H422_WT	Fold 1	3:3		0.0	0.5	0.5	0.6666666666666666	0.3333333333333333	0.5	0.5	0.5714285714285715	0.6666666666666667	0.33333333333333337
Q9H422_WT	Fold 2	2:4		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.75	0.25
Q9H422_WT	Fold 3	2:3		0.6123724356957946	0.8	0.75	1.0	0.5	0.75	1.0	0.8571428571428571	0.3333333333333333	0.6666666666666666
Q9H422_WT	Fold 4	2:3		0.4082482904638631	0.6	0.6666666666666666	0.3333333333333333	1.0	1.0	0.5	0.5	0.0	1.0
Q9H422_WT	Fold 5	2:3		0.6123724356957946	0.8	0.75	1.0	0.5	0.75	1.0	0.8571428571428571	0.0	1.0
Q9H422_WT	Mean	-		0.32659863237109044	0.6733333333333332	0.6333333333333333	0.8	0.4666666666666666	0.7333333333333333	0.6	0.7171428571428572	0.35	0.65
Q9H422_WT	SD	-		0.25276251480171835	0.10610965676722954	0.10318986456114838	0.24343224778007386	0.2950204010522612	0.1475102005261306	0.34156502553198664	0.1381116574803618	0.2902744550580696	0.2902744550580696
Q9H422_WT	Test set	4:8		-0.3535533905932738	0.3333333333333333	0.3125	0.375	0.25	0.5	0.16666666666666666	0.42857142857142855	0.59375	0.40625
Q8WU08_WT		2:11	Number of points 13 < 30										
Q8TDR2_WT		3:6	Not enough data in minority class of the training set for all 5 folds										
Q8TDR2_WT	Fold 1	2:3		0.0	0.6	0.5	1.0	0.0	0.6	0.0	0.7499999999999999	0.0	1.0
Q8TDR2_WT	Fold 2	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.3333333333333333	0.6666666666666666
Q8TDR2_WT	Fold 3	1:3		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q8TDR2_WT	Fold 4	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.8333333333333333	0.16666666666666666
Q8TDR2_WT	Fold 5	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.0	1.0
Q8TDR2_WT	Mean	-		0.2	0.77	0.6	1.0	0.2	0.77	0.2	0.8642857142857142	0.2333333333333333	0.7666666666666666
Q8TDR2_WT	SD	-		0.36514837167011077	0.11761519176251566	0.18257418583505536	0.0	0.36514837167011077	0.11761519176251566	0.36514837167011077	0.07260928896179483	0.29814239699997197	0.29814239699997197
Q8TDR2_WT	Test set	3:6		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.3888888888888889	0.6111111111111112
P10721_D816H		5:8	Not enough data in minority class of the training set for all 5 folds										
P10721_D816H	Fold 1	2:4		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P10721_D816H	Fold 2	3:3		0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
P10721_D816H	Fold 3	3:3		0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.33333333333333337	0.6666666666666667
P10721_D816H	Fold 4	3:3		-0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.5555555555555556	0.4444444444444444
P10721_D816H	Fold 5	2:3		0.6666666666666666	0.8	0.8333333333333333	0.6666666666666666	1.0	1.0	0.6666666666666666	0.8	0.3333333333333333	0.6666666666666666
P10721_D816H	Mean	-		0.4	0.6933333333333334	0.7	0.6666666666666666	0.7333333333333333	0.7333333333333333	0.6666666666666666	0.6933333333333334	0.3111111111111111	0.6888888888888889
P10721_D816H	SD	-		0.40368671387966554	0.19851299052557597	0.20184335693983277	0.19245008972987526	0.2277100170213244	0.2277100170213244	0.19245008972987526	0.19851299052557597	0.16228816518671588	0.16228816518671588
P10721_D816H	Test set	5:8		0.31754264805429416	0.6923076923076923	0.6375	0.875	0.4	0.7	0.6666666666666666	0.7777777777777777	0.27499999999999997	0.7250000000000001
P10721_A829P		9:5	Not enough data in minority class of the training set for all 5 folds										
P10721_A829P	Fold 1	3:3		-0.7071067811865476	0.16666666666666666	0.16666666666666666	0.0	0.3333333333333333	0.0	0.25	0.0	1.0	0.0
P10721_A829P	Fold 2	4:2		0.25	0.6666666666666666	0.625	0.5	0.75	0.5	0.75	0.5	0.375	0.625
P10721_A829P	Fold 3	4:2		-0.31622776601683794	0.5	0.375	0.0	0.75	0.0	0.6	0.0	0.5	0.5
P10721_A829P	Fold 4	4:2		-0.25	0.3333333333333333	0.375	0.5	0.25	0.25	0.5	0.3333333333333333	0.5	0.5
P10721_A829P	Fold 5	4:2		-0.7071067811865476	0.16666666666666666	0.125	0.0	0.25	0.0	0.3333333333333333	0.0	0.875	0.125
P10721_A829P	Mean	-		-0.34608826567798656	0.36666666666666664	0.3333333333333333	0.2	0.4666666666666666	0.15	0.4866666666666667	0.16666666666666666	0.65	0.35
P10721_A829P	SD	-		0.32303626261871826	0.17743021580745902	0.16315750172876015	0.22360679774997896	0.2130032168075646	0.18257418583505536	0.16426040752866006	0.19245008972987526	0.2212653007891959	0.2212653007891959
P10721_A829P	Test set	9:5		-0.20672455764868078	0.5714285714285714	0.4444444444444444	0.0	0.8888888888888888	0.0	0.6153846153846154	0.0	0.8	0.2
O75909_WT		3:10	Number of points 13 < 30										
O60307_WT		2:5	Number of points 7 < 30										
Q9NYV4_WT		6:12	Number of points 18 < 30										
P20794_WT		4:12	Number of points 16 < 30										
P51956_WT		2:16	Number of points 18 < 30										
O95382_WT		1:17	Number of points 18 < 30										
Q9H4A3_WT		5:7	Number of points 12 < 30										
O14733_WT		4:20	Not enough data in minority class of the training set for all 5 folds										
P10398_WT		17:7	Number of points 24 < 30										
O76039_WT		11:14	Number of points 25 < 30										
Q15208_WT		3:13	Number of points 16 < 30										
Q9UGJ0_WT		8:15	Number of points 23 < 30										
O43741_WT		5:14	Number of points 19 < 30										
Q92772_WT		8:21	Number of points 29 < 30										
Q96Q40_WT		5:17	Number of points 22 < 30										
Q9UPZ9_WT		3:8	Not enough data in minority class of the training set for all 5 folds										
Q9UPZ9_WT	Fold 1	2:3		0.0	0.6	0.5	1.0	0.0	0.6	0.0	0.7499999999999999	0.8333333333333333	0.16666666666666666
Q9UPZ9_WT	Fold 2	2:3		-0.4082482904638631	0.4	0.3333333333333333	0.6666666666666666	0.0	0.5	0.0	0.5714285714285715	0.5	0.5
Q9UPZ9_WT	Fold 3	2:3		0.16666666666666666	0.6	0.5833333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666666	0.5	0.5
Q9UPZ9_WT	Fold 4	2:3		-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9UPZ9_WT	Fold 5	2:2		0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Q9UPZ9_WT	Mean	-		-0.24831632475943927	0.42000000000000004	0.3833333333333333	0.5666666666666667	0.2	0.4533333333333333	0.2	0.4976190476190476	0.6666666666666666	0.3333333333333333
Q9UPZ9_WT	SD	-		0.38430444934848806	0.2033060090930254	0.190029237516523	0.29814239699997197	0.223606797749979	0.21482120041594624	0.223606797749979	0.23991369070386628	0.19245008972987523	0.19245008972987526
Q9UPZ9_WT	Test set	3:8		0.2608745973749754	0.6363636363636364	0.6458333333333333	0.625	0.6666666666666666	0.8333333333333334	0.4	0.7142857142857143	0.2916666666666667	0.7083333333333334
Q8WTQ7_WT		3:38	Not enough data in minority class of the training set for all 5 folds										
P36888_R834Q		6:5	Not enough data in minority class of the training set for all 5 folds										
P36888_R834Q	Fold 1	3:2		-0.16666666666666666	0.4	0.41666666666666663	0.5	0.3333333333333333	0.3333333333333333	0.5	0.4	0.5	0.5
P36888_R834Q	Fold 2	3:2		0.6123724356957946	0.8	0.75	0.5	1.0	1.0	0.75	0.6666666666666666	0.33333333333333337	0.6666666666666667
P36888_R834Q	Fold 3	3:2		0.0	0.6	0.5	0.0	1.0	0.0	0.6	0.0	0.16666666666666669	0.8333333333333334
P36888_R834Q	Fold 4	2:2		-0.5773502691896258	0.25	0.25	0.0	0.5	0.0	0.3333333333333333	0.0	1.0	0.0
P36888_R834Q	Fold 5	2:2		-0.5773502691896258	0.25	0.25	0.0	0.5	0.0	0.3333333333333333	0.0	0.5	0.5
P36888_R834Q	Mean	-		-0.14179895387002475	0.4600000000000001	0.4333333333333333	0.2	0.6666666666666666	0.26666666666666666	0.5033333333333334	0.21333333333333332	0.5	0.5
P36888_R834Q	SD	-		0.40185190635591067	0.1945079261452688	0.16942167424418786	0.22360679774997896	0.2545875386086578	0.3548604316149181	0.14605934866804432	0.25062883875327435	0.2545875386086578	0.2545875386086578
P36888_R834Q	Test set	6:5		0.6708203932499369	0.8181818181818182	0.8	0.6	1.0	1.0	0.75	0.7499999999999999	0.16666666666666669	0.8333333333333334
Q8TF76_WT		7:3	Not enough data in minority class of the training set for all 5 folds										
Q8TF76_WT	Fold 1	2:3		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q8TF76_WT	Fold 2	1:3		0.3333333333333333	0.5	0.6666666666666666	0.3333333333333333	1.0	1.0	0.3333333333333333	0.5	0.0	1.0
Q8TF76_WT	Fold 3	2:2		0.5773502691896258	0.75	0.75	0.5	1.0	1.0	0.6666666666666666	0.6666666666666666	0.25	0.75
Q8TF76_WT	Fold 4	2:2		0.0	0.5	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.5	0.5
Q8TF76_WT	Fold 5	2:2		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q8TF76_WT	Mean	-		0.5821367205045919	0.75	0.7833333333333333	0.7666666666666666	0.8	0.9	0.6	0.7666666666666666	0.15	0.85
Q8TF76_WT	SD	-		0.35356014048655576	0.2041241452319315	0.17743021580745902	0.2652741419180738	0.3651483716701107	0.18257418583505536	0.3548604316149181	0.18257418583505536	0.18257418583505536	0.18257418583505536
Q8TF76_WT	Test set	7:3		0.3563483225498992	0.7	0.6904761904761905	0.6666666666666666	0.7142857142857143	0.5	0.8333333333333334	0.5714285714285715	0.21428571428571427	0.7857142857142857
Q15835_WT		4:22	Not enough data in minority class of the training set for all 5 folds										
O43318_WT	Fold 1	12:15		0.6236348727784989	0.8148148148148148	0.8083333333333333	0.8666666666666667	0.75	0.8125	0.8181818181818182	0.8387096774193549	0.14444444444444443	0.8555555555555556
O43318_WT	Fold 2	12:15		0.31622776601683794	0.6666666666666666	0.65	0.8	0.5	0.6666666666666666	0.6666666666666666	0.7272727272727272	0.17777777777777776	0.8222222222222223
O43318_WT	Fold 3	11:16		0.49727654884778755	0.7407407407407407	0.7528409090909092	0.6875	0.8181818181818182	0.8461538461538461	0.6428571428571429	0.7586206896551724	0.10795454545454546	0.8920454545454546
O43318_WT	Fold 4	11:15		0.28311042925246527	0.6538461538461539	0.6393939393939394	0.7333333333333333	0.5454545454545454	0.6875	0.6	0.7096774193548386	0.2727272727272727	0.7272727272727273
O43318_WT	Fold 5	11:15		0.3577734237456226	0.6923076923076923	0.6606060606060606	0.8666666666666667	0.45454545454545453	0.6842105263157895	0.7142857142857143	0.7647058823529413	0.33333333333333337	0.6666666666666667
O43318_WT	Mean	-		0.4156046081282424	0.7136752136752136	0.7022348484848485	0.7908333333333334	0.6136363636363636	0.7394062078272604	0.6883982683982685	0.7597972792110068	0.20724747474747476	0.7927525252525254
O43318_WT	SD	-		0.11598980341855535	0.053553170673776566	0.06086635234822897	0.0652807327936358	0.13121597027036952	0.0680313889064837	0.06815966565618849	0.04046087033494747	0.07622009483627887	0.07622009483627884
O43318_WT	Test set	26:31		0.467307780776706	0.7368421052631579	0.7301488833746899	0.8064516129032258	0.6538461538461539	0.7352941176470589	0.7391304347826086	0.7692307692307693	0.22084367245657566	0.7791563275434242
P35626_WT		8:1	Not enough data in minority class of the training set for all 5 folds										
P35626_WT	Fold 1	3:2		0.6123724356957946	0.8	0.75	0.5	1.0	1.0	0.75	0.6666666666666666	0.0	1.0
P35626_WT	Fold 2	3:1		0.0	0.75	0.5	0.0	1.0	0.0	0.75	0.0	0.0	1.0
P35626_WT	Fold 3	3:1		0.0	0.75	0.5	0.0	1.0	0.0	0.75	0.0	0.0	1.0
P35626_WT	Fold 4	3:1		0.5773502691896258	0.75	0.8333333333333333	1.0	0.6666666666666666	0.5	1.0	0.6666666666666666	0.0	1.0
P35626_WT	Fold 5	3:1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P35626_WT	Mean	-		0.4379445409770841	0.8099999999999999	0.7166666666666666	0.5	0.9333333333333332	0.5	0.85	0.4666666666666666	0.0	1.0
P35626_WT	SD	-		0.3534016196140941	0.08850612031567835	0.17743021580745902	0.408248290463863	0.12171612389003694	0.408248290463863	0.11180339887498948	0.3651483716701107	0.0	0.0
P35626_WT	Test set	8:1		0.0	0.8888888888888888	0.5	0.0	1.0	0.0	0.8888888888888888	0.0	0.625	0.375
Q9Y2K2_WT	Fold 1	1:5		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.4	0.6
Q9Y2K2_WT	Fold 2	1:5		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.2	0.8
Q9Y2K2_WT	Fold 3	2:4		-0.31622776601683794	0.5	0.375	0.75	0.0	0.6	0.0	0.6666666666666665	0.5	0.5
Q9Y2K2_WT	Fold 4	2:4		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.625	0.375
Q9Y2K2_WT	Fold 5	2:4		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.125	0.875
Q9Y2K2_WT	Mean	-		-0.06324555320336758	0.7	0.475	0.95	0.0	0.72	0.0	0.8169696969696968	0.37	0.63
Q9Y2K2_WT	SD	-		0.11547005383792516	0.11385500851066223	0.04564354645876384	0.09128709291752768	0.0	0.08734775114237135	0.0	0.08179198982186772	0.1691892431568863	0.1691892431568863
Q9Y2K2_WT	Test set	6:8		0.251259453814803	0.6428571428571429	0.6041666666666666	0.875	0.3333333333333333	0.6363636363636364	0.6666666666666666	0.7368421052631579	0.33333333333333337	0.6666666666666667
Q8IYT8_WT		5:7	Not enough data in minority class of the training set for all 5 folds										
Q8IYT8_WT	Fold 1	3:3		0.4472135954999579	0.6666666666666666	0.6666666666666666	1.0	0.3333333333333333	0.6	1.0	0.7499999999999999	0.3888888888888889	0.6111111111111112
Q8IYT8_WT	Fold 2	3:3		0.7071067811865476	0.8333333333333334	0.8333333333333333	0.6666666666666666	1.0	1.0	0.75	0.8	0.3333333333333333	0.6666666666666666
Q8IYT8_WT	Fold 3	2:3		0.4082482904638631	0.6	0.6666666666666666	0.3333333333333333	1.0	1.0	0.5	0.5	0.5	0.5
Q8IYT8_WT	Fold 4	3:2		0.0	0.6	0.5	0.0	1.0	0.0	0.6	0.0	0.6666666666666667	0.33333333333333337
Q8IYT8_WT	Fold 5	3:2		0.0	0.6	0.5	0.0	1.0	0.0	0.6	0.0	0.33333333333333337	0.6666666666666667
Q8IYT8_WT	Mean	-		0.3125137334300737	0.66	0.6333333333333333	0.39999999999999997	0.8666666666666666	0.52	0.6900000000000001	0.41	0.4444444444444445	0.5555555555555556
Q8IYT8_WT	SD	-		0.2511116945221292	0.08255189164891874	0.11385500851066217	0.35486043161491804	0.2434322477800738	0.40987803063838396	0.1591644851508443	0.3193743884534262	0.11564811108145183	0.11564811108145182
Q8IYT8_WT	Test set	5:7		0.50709255283711	0.75	0.7571428571428571	0.7142857142857143	0.8	0.8333333333333334	0.6666666666666666	0.7692307692307692	0.22857142857142854	0.7714285714285714
O75385_WT	Fold 1	5:6		0.5163977794943223	0.7272727272727273	0.7	1.0	0.4	0.6666666666666666	1.0	0.8	0.4666666666666666	0.5333333333333333
O75385_WT	Fold 2	5:5		0.0	0.5	0.5	0.6	0.4	0.5	0.5	0.5454545454545454	0.32000000000000006	0.6799999999999999
O75385_WT	Fold 3	5:5		0.0	0.5	0.5	0.2	0.8	0.5	0.5	0.28571428571428575	0.44000000000000006	0.56
O75385_WT	Fold 4	5:5		0.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.24	0.76
O75385_WT	Fold 5	5:5		0.0	0.5	0.5	0.6	0.4	0.5	0.5	0.5454545454545454	0.43999999999999995	0.56
O75385_WT	Mean	-		0.14327955589886449	0.5654545454545454	0.5599999999999999	0.6	0.52	0.5533333333333333	0.62	0.5553246753246753	0.3813333333333333	0.6186666666666667
O75385_WT	SD	-		0.18440061052582754	0.08188549419634478	0.07302967433402213	0.23094010767585033	0.1460593486680443	0.06265720968831857	0.1770122406313567	0.14985910063177887	0.07947979011696643	0.07947979011696643
O75385_WT	Test set	7:15		0.48795003647426655	0.7272727272727273	0.7619047619047619	0.6666666666666666	0.8571428571428571	0.9090909090909091	0.5454545454545454	0.7692307692307692	0.2	0.7999999999999999
Q9Y572_WT		3:15	Not enough data in minority class of the training set for all 5 folds										
Q9Y572_WT	Fold 1	3:6		-0.3779644730092272	0.4444444444444444	0.3333333333333333	0.6666666666666666	0.0	0.5714285714285714	0.0	0.6153846153846153	0.5	0.5
Q9Y572_WT	Fold 2	3:6		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.22222222222222224	0.7777777777777778
Q9Y572_WT	Fold 3	2:6		-0.2182178902359924	0.625	0.4166666666666667	0.8333333333333334	0.0	0.7142857142857143	0.0	0.7692307692307692	0.9166666666666667	0.08333333333333333
Q9Y572_WT	Fold 4	2:6		0.6546536707079772	0.875	0.75	1.0	0.5	0.8571428571428571	1.0	0.923076923076923	0.08333333333333333	0.9166666666666667
Q9Y572_WT	Fold 5	2:6		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.41666666666666663	0.5833333333333333
Q9Y572_WT	Mean	-		0.011694261492551528	0.6722222222222223	0.5	0.9	0.1	0.7119047619047619	0.2	0.7929670329670329	0.42777777777777776	0.5722222222222222
Q9Y572_WT	SD	-		0.32103059051756483	0.12994340331792	0.1272937693043289	0.12171612389003693	0.18257418583505539	0.08595644804166544	0.36514837167011077	0.09415900363119326	0.25988680663584	0.25988680663584
Q9Y572_WT	Test set	3:15		-0.15811388300841897	0.7222222222222222	0.43333333333333335	0.8666666666666667	0.0	0.8125	0.0	0.8387096774193549	0.6666666666666667	0.33333333333333337
Q9BYP7_WT		1:2	Number of points 3 < 30										
Q9P2K8_WT		5:6	Not enough data in minority class of the training set for all 5 folds										
Q9P2K8_WT	Fold 1	3:2		-0.16666666666666666	0.4	0.41666666666666663	0.5	0.3333333333333333	0.3333333333333333	0.5	0.4	0.33333333333333337	0.6666666666666667
Q9P2K8_WT	Fold 2	3:2		-0.6666666666666666	0.2	0.16666666666666666	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	1.0	0.0
Q9P2K8_WT	Fold 3	4:1		0.0	0.8	0.5	0.0	1.0	0.0	0.8	0.0	0.25	0.75
Q9P2K8_WT	Fold 4	4:1		0.0	0.8	0.5	0.0	1.0	0.0	0.8	0.0	0.25	0.75
Q9P2K8_WT	Fold 5	3:1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9P2K8_WT	Mean	-		0.03333333333333335	0.64	0.5166666666666666	0.3	0.7333333333333333	0.26666666666666666	0.6866666666666668	0.27999999999999997	0.3666666666666667	0.6333333333333334
Q9P2K8_WT	SD	-		0.49441323247304414	0.2683281572999748	0.2472066162365221	0.3651483716701107	0.29814239699997197	0.3548604316149181	0.2173919484692551	0.3577708763999663	0.3065639924738088	0.3065639924738088
Q9P2K8_WT	Test set	5:6		0.0	0.45454545454545453	0.5	0.0	1.0	0.0	0.45454545454545453	0.0	0.0	1.0
Q9NZJ5_WT	Fold 1	7:16		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9NZJ5_WT	Fold 2	7:16		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9NZJ5_WT	Fold 3	6:16		0.528395949267478	0.7727272727272727	0.7916666666666667	0.75	0.8333333333333334	0.9230769230769231	0.5555555555555556	0.8275862068965517	0.0625	0.9375
Q9NZJ5_WT	Fold 4	6:16		0.8964214570007952	0.9545454545454546	0.96875	0.9375	1.0	1.0	0.8571428571428571	0.967741935483871	0.04166666666666667	0.9583333333333334
