target	index	A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q9Y345_WT	SD	-		0.38822652857968454	0.026261040498879836	0.218136043177952	0.018257418583505554	0.4472135954999579	0.031166826935721766	0.3651483716701107	0.013766470523465591	0.10297653454387881	0.10297653454387883
Q9Y345_WT	Test set	17:21		0.0	0.5526315789473685	0.5	1.0	0.0	0.5526315789473685	0.0	0.711864406779661	0.48039215686274517	0.5196078431372548
P31652_WT	Fold 1	225:102		0.6954096921513079	0.8715596330275229	0.839673202614379	0.7549019607843137	0.9244444444444444	0.8191489361702128	0.8927038626609443	0.7857142857142858	0.06549019607843137	0.9345098039215686
P31652_WT	Fold 2	224:103		0.6721778052316768	0.8623853211009175	0.8208867891816921	0.7087378640776699	0.9330357142857143	0.8295454545454546	0.8744769874476988	0.7643979057591622	0.07324895977808599	0.926751040221914
P31652_WT	Fold 3	224:102		0.6556743992027781	0.8558282208588958	0.8149947478991597	0.7058823529411765	0.9241071428571429	0.8089887640449438	0.8734177215189873	0.7539267015706808	0.08543417366946778	0.9145658263305322
P31652_WT	Fold 4	224:102		0.7562161523277732	0.8957055214723927	0.8760504201680672	0.8235294117647058	0.9285714285714286	0.84	0.9203539823008849	0.8316831683168315	0.044686624649859945	0.9553133753501399
P31652_WT	Fold 5	224:102		0.6769216326258352	0.8650306748466258	0.8216911764705883	0.7058823529411765	0.9375	0.8372093023255814	0.875	0.7659574468085107	0.07326680672268907	0.926733193277311
P31652_WT	Mean	-		0.6912799363078742	0.8701018742612711	0.8346592672667773	0.7397867885018086	0.9295317460317459	0.8269784914172383	0.8871905107857032	0.7803359016338942	0.06842535217970683	0.9315746478202932
P31652_WT	SD	-		0.03181344999401357	0.01256099285329363	0.020342537286966163	0.041841671001820124	0.004690416319370082	0.01053368172111519	0.016483046062071318	0.025244386619511727	0.012302772092097937	0.012302772092097906
P31652_WT	Test set	227:195		0.4040266191012106	0.7037914691943128	0.6939455551790353	0.5641025641025641	0.8237885462555066	0.7333333333333333	0.6875	0.6376811594202899	0.2405738167852705	0.7594261832147295
P48067_WT	Fold 1	59:36		0.3774300145783507	0.7157894736842105	0.6791431261770244	0.5277777777777778	0.8305084745762712	0.6551724137931034	0.7424242424242424	0.5846153846153845	0.23022598870056493	0.769774011299435
P48067_WT	Fold 2	58:36		0.517982772335787	0.776595744680851	0.7504789272030651	0.6388888888888888	0.8620689655172413	0.7419354838709677	0.7936507936507936	0.6865671641791045	0.17768199233716475	0.8223180076628354
P48067_WT	Fold 3	58:36		0.6576301354320508	0.8404255319148937	0.8180076628352491	0.7222222222222222	0.9137931034482759	0.8387096774193549	0.8412698412698413	0.7761194029850746	0.08429118773946362	0.9157088122605364
P48067_WT	Fold 4	58:36		0.6576301354320508	0.8404255319148937	0.8180076628352491	0.7222222222222222	0.9137931034482759	0.8387096774193549	0.8412698412698413	0.7761194029850746	0.14511494252873564	0.8548850574712643
P48067_WT	Fold 5	58:36		0.4917687140613681	0.7659574468085106	0.7313218390804598	0.5833333333333334	0.8793103448275862	0.75	0.7727272727272727	0.6562499999999999	0.20306513409961685	0.7969348659003832
P48067_WT	Mean	-		0.5404883543679215	0.7878387458006719	0.7593918436262095	0.638888888888889	0.8798947983635301	0.7649054505005562	0.7982683982683983	0.6959342709529277	0.16807584908110912	0.8319241509188909
P48067_WT	SD	-		0.09739312132699536	0.04344926942217089	0.048612156246658315	0.06990587440065507	0.029026714864805972	0.06282947687828164	0.03533291503369799	0.06697485760073717	0.04605475113912631	0.04605475113912629
P48067_WT	Test set	158:48		-0.041979876817800243	0.6601941747572816	0.4811445147679325	0.14583333333333334	0.8164556962025317	0.19444444444444445	0.7588235294117647	0.16666666666666666	0.43473101265822783	0.565268987341772
P28572_WT	Fold 1	3:6		0.5	0.7777777777777778	0.6666666666666666	1.0	0.3333333333333333	0.75	1.0	0.8571428571428571	0.44444444444444453	0.5555555555555556
P28572_WT	Fold 2	3:6		0.7559289460184544	0.8888888888888888	0.8333333333333333	1.0	0.6666666666666666	0.8571428571428571	1.0	0.923076923076923	0.05555555555555556	0.9444444444444445
P28572_WT	Fold 3	3:6		0.5	0.7777777777777778	0.75	0.8333333333333334	0.6666666666666666	0.8333333333333334	0.6666666666666666	0.8333333333333334	0.22222222222222224	0.7777777777777779
P28572_WT	Fold 4	3:6		0.5	0.7777777777777778	0.6666666666666666	1.0	0.3333333333333333	0.75	1.0	0.8571428571428571	0.05555555555555556	0.9444444444444445
P28572_WT	Fold 5	3:6		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P28572_WT	Mean	-		0.651185789203691	0.8444444444444443	0.7833333333333333	0.9666666666666668	0.6	0.8380952380952381	0.9333333333333332	0.8941391941391942	0.15555555555555559	0.8444444444444444
P28572_WT	SD	-		0.18312741972208071	0.08114408259335794	0.1138550085106622	0.06085806194501844	0.2277100170213244	0.08378562068944735	0.12171612389003694	0.05549581513382711	0.14837944906674175	0.14837944906674172
P28572_WT	Test set	32:25		-0.23734644158557197	0.3684210526315789	0.4025	0.68	0.125	0.37777777777777777	0.3333333333333333	0.48571428571428565	0.5499999999999999	0.45000000000000007
Q9WTR4_WT	Fold 1	45:36		0.4474933663096179	0.7283950617283951	0.7222222222222222	0.6666666666666666	0.7777777777777778	0.7058823529411765	0.7446808510638298	0.6857142857142857	0.21358024691358027	0.7864197530864198
Q9WTR4_WT	Fold 2	45:36		0.5739965589526134	0.7901234567901234	0.7861111111111111	0.75	0.8222222222222222	0.7714285714285715	0.8043478260869565	0.7605633802816902	0.1339506172839506	0.8660493827160494
Q9WTR4_WT	Fold 3	44:37		0.6015508399127847	0.8024691358024691	0.7966830466830467	0.7297297297297297	0.8636363636363636	0.8181818181818182	0.7916666666666666	0.7714285714285715	0.1326781326781327	0.8673218673218672
Q9WTR4_WT	Fold 4	44:36		0.44107784267594224	0.725	0.7171717171717171	0.6388888888888888	0.7954545454545454	0.71875	0.7291666666666666	0.676470588235294	0.24494949494949494	0.755050505050505
Q9WTR4_WT	Fold 5	44:36		0.5968491905238342	0.8	0.7904040404040404	0.6944444444444444	0.8863636363636364	0.8333333333333334	0.78	0.7575757575757577	0.14962121212121213	0.850378787878788
Q9WTR4_WT	Mean	-		0.5321935596749585	0.7691975308641975	0.7625184275184275	0.6959459459459459	0.8290909090909091	0.76951521517698	0.7699724020968238	0.7303505166471198	0.17495594078927412	0.8250440592107259
Q9WTR4_WT	SD	-		0.06609900441942244	0.031916425755289995	0.032097641731433015	0.03691933384265703	0.03715995824841725	0.04667458197184726	0.02600523731573457	0.037051489522024694	0.04183625369363063	0.041836253693630636
Q9WTR4_WT	Test set	23:12		0.4927536231884058	0.7714285714285715	0.7463768115942029	0.6666666666666666	0.8260869565217391	0.6666666666666666	0.8260869565217391	0.6666666666666666	0.15942028985507248	0.8405797101449275
P23977_WT	Fold 1	120:79		0.6831852196901702	0.8492462311557789	0.8274261603375528	0.7215189873417721	0.9333333333333333	0.8769230769230769	0.835820895522388	0.7916666666666667	0.10801687763713079	0.8919831223628691
P23977_WT	Fold 2	120:79		0.5982170418382303	0.8090452261306532	0.7962552742616034	0.7341772151898734	0.8583333333333333	0.7733333333333333	0.8306451612903226	0.7532467532467533	0.09968354430379747	0.9003164556962026
P23977_WT	Fold 3	120:79		0.5534408833770306	0.7889447236180904	0.7709388185654008	0.6835443037974683	0.8583333333333333	0.7605633802816901	0.8046875	0.72	0.1128691983122363	0.8871308016877637
P23977_WT	Fold 4	120:78		0.6041211270102932	0.8131313131313131	0.796474358974359	0.717948717948718	0.875	0.7887323943661971	0.8267716535433071	0.7516778523489933	0.09690170940170939	0.9030982905982906
P23977_WT	Fold 5	119:79		0.6490646883663262	0.8333333333333334	0.8124135730241464	0.7088607594936709	0.9159663865546218	0.8484848484848485	0.8257575757575758	0.7724137931034484	0.09764918625678119	0.9023508137432187
P23977_WT	Mean	-		0.6176057920564102	0.8187401654738338	0.8007016370326125	0.7132099967543006	0.8881932773109243	0.8096074066778292	0.8247365572227187	0.7578010130731724	0.10302410318233102	0.896975896817669
P23977_WT	SD	-		0.04075377041467387	0.01895960627410203	0.01719900663474245	0.015438524624158196	0.028184704272770842	0.041230542892340835	0.009703289381885444	0.021785189168739567	0.005764640290250721	0.005764640290250714
P23977_WT	Test set	112:140		0.4064092813125801	0.7023809523809523	0.7044642857142858	0.6857142857142857	0.7232142857142857	0.7559055118110236	0.648	0.7191011235955056	0.19738520408163268	0.8026147959183674
Q01959_WT	Fold 1	113:140		0.7144172551250075	0.857707509881423	0.8586283185840708	0.85	0.8672566371681416	0.8880597014925373	0.8235294117647058	0.8686131386861314	0.06226295828065741	0.9377370417193426
Q01959_WT	Fold 2	112:140		0.6136752489220701	0.8095238095238095	0.80625	0.8357142857142857	0.7767857142857143	0.823943661971831	0.7909090909090909	0.8297872340425531	0.10293367346938775	0.8970663265306122
Q01959_WT	Fold 3	112:140		0.6785714285714286	0.8412698412698413	0.8392857142857142	0.8571428571428571	0.8214285714285714	0.8571428571428571	0.8214285714285714	0.8571428571428571	0.10184948979591839	0.8981505102040817
Q01959_WT	Fold 4	112:140		0.664041749616141	0.8333333333333334	0.8330357142857143	0.8357142857142857	0.8303571428571429	0.8602941176470589	0.8017241379310345	0.8478260869565217	0.08322704081632655	0.9167729591836735
Q01959_WT	Fold 5	112:140		0.5970849325403101	0.8015873015873016	0.7973214285714285	0.8357142857142857	0.7589285714285714	0.8125	0.7870370370370371	0.8239436619718309	0.11288265306122448	0.8871173469387755
Q01959_WT	Mean	-		0.6535581229549915	0.8286843591191418	0.8269042351453857	0.8428571428571429	0.8109513274336283	0.848388067650857	0.804925649814088	0.8454625957599788	0.09263116308470291	0.9073688369152972
Q01959_WT	SD	-		0.03919878980074483	0.018813682034000943	0.020408549705161892	0.008247860988423195	0.03542669069692879	0.02475789862496054	0.01381522378568232	0.015202761321192937	0.01639058414918672	0.016390584149186718
Q01959_WT	Test set	265:195		0.3302644633574187	0.6717391304347826	0.6656507014997581	0.6256410256410256	0.7056603773584905	0.61	0.7192307692307692	0.6177215189873418	0.2860570875665215	0.7139429124334785
P31645_WT	Fold 1	348:146		0.6434633439048829	0.8562753036437247	0.8065462131947725	0.684931506849315	0.9281609195402298	0.8	0.8753387533875339	0.7380073800738007	0.09142261061250198	0.9085773893874981
P31645_WT	Fold 2	347:147		0.6069152536222596	0.8380566801619433	0.7984669372071596	0.7006802721088435	0.8962536023054755	0.7410071942446043	0.8760563380281691	0.7202797202797202	0.09602227057970163	0.9039777294202983
P31645_WT	Fold 3	347:147		0.6472594044339361	0.8582995951417004	0.7991530906310651	0.6530612244897959	0.9452449567723343	0.8347826086956521	0.8654353562005277	0.7328244274809159	0.07879001744790136	0.9212099825520986
P31645_WT	Fold 4	347:146		0.6504298233780395	0.8600405679513184	0.7994058663297936	0.6506849315068494	0.9481268011527377	0.8407079646017699	0.8657894736842106	0.7335907335907336	0.06636137538983854	0.9336386246101614
P31645_WT	Fold 5	347:146		0.6781530993034904	0.8701825557809331	0.8204966246891161	0.6986301369863014	0.9423631123919308	0.8360655737704918	0.8814016172506739	0.7611940298507464	0.08351427105128106	0.9164857289487188
P31645_WT	Mean	-		0.6452441849285216	0.856570940535924	0.8048137464103814	0.6775976143882211	0.9320298784325416	0.8105126682625038	0.872804307710223	0.7371792582551834	0.08322210901624491	0.9167778909837552
P31645_WT	SD	-		0.020761450539219618	0.009514619182197741	0.007643344492047248	0.01981282834444173	0.01749016731898612	0.03438813754284848	0.005692424647124616	0.012212230786234499	0.009443741271571863	0.009443741271571863
P31645_WT	Test set	511:251		0.18103408586225028	0.6850393700787402	0.5624546822494757	0.20318725099601595	0.9217221135029354	0.5604395604395604	0.7019374068554396	0.2982456140350877	0.39845315411543647	0.6015468458845635
P23975_WT	Fold 1	221:124		0.6159598184998721	0.8260869565217391	0.8005400671434828	0.7096774193548387	0.8914027149321267	0.7857142857142857	0.8454935622317596	0.7457627118644068	0.1252007006276456	0.8747992993723545
P23975_WT	Fold 2	220:124		0.6598978522864006	0.8459302325581395	0.8197214076246335	0.7258064516129032	0.9136363636363637	0.8256880733944955	0.8553191489361702	0.7725321888412017	0.08075513196480938	0.9192448680351906
P23975_WT	Fold 3	220:124		0.6595704172569391	0.8459302325581395	0.8179618768328446	0.717741935483871	0.9181818181818182	0.8317757009345794	0.8523206751054853	0.7705627705627706	0.10850439882697949	0.8914956011730205
P23975_WT	Fold 4	220:124		0.575723856366346	0.8081395348837209	0.7796187683284457	0.6774193548387096	0.8818181818181818	0.7636363636363637	0.8290598290598291	0.7179487179487181	0.11924486803519062	0.8807551319648094
P23975_WT	Fold 5	220:124		0.7010137022776938	0.8604651162790697	0.853958944281525	0.8306451612903226	0.8772727272727273	0.7923076923076923	0.9018691588785047	0.8110236220472441	0.07474340175953077	0.9252565982404692
P23975_WT	Mean	-		0.6424331293374503	0.8373104145601618	0.8143602128421865	0.732258064516129	0.8964623611682436	0.7998244231974833	0.8568124748423498	0.7635660022528682	0.10168970024283117	0.8983102997571688
P23975_WT	SD	-		0.039118090439851844	0.016641559260707033	0.022389500212661156	0.04734541818341236	0.015138115424620973	0.023291577263071874	0.022176707728636898	0.02822370965815901	0.018582026813759693	0.018582026813759676
P23975_WT	Test set	254:217		0.22742543716169028	0.6199575371549894	0.6083675024492906	0.4608294930875576	0.7559055118110236	0.6172839506172839	0.6213592233009708	0.5277044854881268	0.31287419717696574	0.6871258028230344
