target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q9NYY3_WT	Fold 4	8:8		0.629940788348712	0.8125	0.8125	0.75	0.875	0.8571428571428571	0.7777777777777778	0.7999999999999999	0.1875	0.8125
Q9NYY3_WT	Fold 5	9:7		0.5238095238095238	0.75	0.7619047619047619	0.8571428571428571	0.6666666666666666	0.6666666666666666	0.8571428571428571	0.75	0.14285714285714285	0.8571428571428572
Q9NYY3_WT	Mean	-		0.4958329771899567	0.7404411764705883	0.7412698412698413	0.6714285714285715	0.8111111111111111	0.7714285714285715	0.739105339105339	0.7028571428571428	0.15530753968253969	0.8446924603174605
Q9NYY3_WT	SD	-		0.10277213195238856	0.056701936238906875	0.05677458396645194	0.15103103704093362	0.08042774023418137	0.06201150747815098	0.0816006896400143	0.0958847096831419	0.04605898052327986	0.04605898052327986
Q9NYY3_WT	Test set	19:17		0.5541795665634675	0.7777777777777778	0.7770897832817337	0.7647058823529411	0.7894736842105263	0.7647058823529411	0.7894736842105263	0.7647058823529412	0.13157894736842105	0.868421052631579
Q8IY84_WT		1:20	Number of points 21 < 30										
Q8IVW4_WT		1:13	Number of points 14 < 30										
Q6ZN16_WT		2:13	Number of points 15 < 30										
P0C264_WT		6:14	Number of points 20 < 30										
O95747_WT		2:16	Number of points 18 < 30										
O43283_WT		12:16	Number of points 28 < 30										
Q13523_WT		4:16	Number of points 20 < 30										
Q9BVS4_WT		2:8	Not enough data in minority class of the training set for all 5 folds										
Q9BVS4_WT	Fold 1	2:3		0.0	0.6	0.5	1.0	0.0	0.6	0.0	0.7499999999999999	0.16666666666666666	0.8333333333333333
Q9BVS4_WT	Fold 2	1:4		-0.4082482904638631	0.4	0.25	0.5	0.0	0.6666666666666666	0.0	0.5714285714285715	0.5	0.5
Q9BVS4_WT	Fold 3	1:4		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.25	0.75
Q9BVS4_WT	Fold 4	1:3		-0.3333333333333333	0.5	0.3333333333333333	0.6666666666666666	0.0	0.6666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.6666666666666666
Q9BVS4_WT	Fold 5	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.6666666666666666	0.3333333333333333
Q9BVS4_WT	Mean	-		-0.1483163247594393	0.61	0.41666666666666663	0.8333333333333333	0.0	0.6966666666666665	0.0	0.7468253968253968	0.3833333333333333	0.6166666666666666
Q9BVS4_WT	SD	-		0.1672269499946308	0.13662601021279466	0.09622504486493763	0.19245008972987526	0.0	0.06411794687223783	0.0	0.10766578248870365	0.1638653467083625	0.1638653467083625
Q9BVS4_WT	Test set	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.6875	0.3125
P57058_WT		2:19	Number of points 21 < 30										
P07949_V804M		18:4	Not enough data in minority class of the training set for all 5 folds										
P07949_V804L		17:4	Not enough data in minority class of the training set for all 5 folds										
P0C1S8_WT		8:14	Number of points 22 < 30										
Q96S53_WT		3:10	Number of points 13 < 30										
Q9H422_WT		4:8	Not enough data in minority class of the training set for all 5 folds										
Q9H422_WT	Fold 1	3:3		0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.22222222222222224	0.7777777777777778
Q9H422_WT	Fold 2	2:4		0.6324555320336759	0.8333333333333334	0.75	1.0	0.5	0.8	1.0	0.888888888888889	0.0	1.0
Q9H422_WT	Fold 3	2:3		-0.4082482904638631	0.4	0.3333333333333333	0.6666666666666666	0.0	0.5	0.0	0.5714285714285715	0.3333333333333333	0.6666666666666666
Q9H422_WT	Fold 4	2:3		0.16666666666666666	0.6	0.5833333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666666	0.49999999999999994	0.49999999999999994
Q9H422_WT	Fold 5	2:3		0.6123724356957946	0.8	0.75	1.0	0.5	0.75	1.0	0.8571428571428571	0.0	1.0
Q9H422_WT	Mean	-		0.2673159354531215	0.6599999999999999	0.6166666666666666	0.7999999999999999	0.4333333333333333	0.6766666666666666	0.6333333333333333	0.7301587301587301	0.2111111111111111	0.7888888888888889
Q9H422_WT	SD	-		0.3471950721663708	0.14194417264596723	0.1410936122133366	0.14907119849998599	0.2063797291222968	0.09309493362512627	0.3388433484883757	0.11148839950108717	0.17684942794538253	0.17684942794538258
Q9H422_WT	Test set	4:8		0.25	0.6666666666666666	0.625	0.75	0.5	0.75	0.5	0.75	0.5	0.5
Q8WU08_WT		2:11	Number of points 13 < 30										
Q8TDR2_WT		3:6	Not enough data in minority class of the training set for all 5 folds										
Q8TDR2_WT	Fold 1	2:3		0.0	0.6	0.5	1.0	0.0	0.6	0.0	0.7499999999999999	0.08333333333333333	0.9166666666666666
Q8TDR2_WT	Fold 2	1:3		0.5773502691896258	0.75	0.8333333333333333	0.6666666666666666	1.0	1.0	0.5	0.8	0.0	1.0
Q8TDR2_WT	Fold 3	1:3		-0.3333333333333333	0.5	0.3333333333333333	0.6666666666666666	0.0	0.6666666666666666	0.0	0.6666666666666666	0.6666666666666666	0.3333333333333333
Q8TDR2_WT	Fold 4	1:3		-0.3333333333333333	0.5	0.3333333333333333	0.6666666666666666	0.0	0.6666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.6666666666666666
Q8TDR2_WT	Fold 5	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.3333333333333333	0.6666666666666666
Q8TDR2_WT	Mean	-		-0.017863279495408158	0.62	0.5	0.7999999999999999	0.2	0.7366666666666666	0.1	0.748095238095238	0.2833333333333333	0.7166666666666666
Q8TDR2_WT	SD	-		0.30385305433819493	0.10246950765959599	0.16666666666666666	0.14907119849998599	0.3651483716701108	0.12780193008453877	0.1825741858350554	0.06813019415801683	0.2130032168075646	0.2130032168075646
Q8TDR2_WT	Test set	3:6		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.3888888888888889	0.6111111111111112
P10721_D816H		5:8	Not enough data in minority class of the training set for all 5 folds										
P10721_D816H	Fold 1	2:4		-0.31622776601683794	0.5	0.375	0.75	0.0	0.6	0.0	0.6666666666666665	0.625	0.375
P10721_D816H	Fold 2	3:3		-0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666667	0.33333333333333337
P10721_D816H	Fold 3	3:3		0.4472135954999579	0.6666666666666666	0.6666666666666666	0.3333333333333333	1.0	1.0	0.6	0.5	0.22222222222222224	0.7777777777777779
P10721_D816H	Fold 4	3:3		0.0	0.5	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.5	0.5
P10721_D816H	Fold 5	2:3		0.16666666666666666	0.6	0.5833333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666666	0.3333333333333333	0.6666666666666666
P10721_D816H	Mean	-		-0.007136167436709334	0.52	0.4916666666666666	0.6166666666666666	0.36666666666666664	0.62	0.2866666666666667	0.5666666666666667	0.46944444444444455	0.5305555555555556
P10721_D816H	SD	-		0.27038067745941247	0.10292032157252808	0.1138550085106622	0.23372982186625144	0.33884334848837566	0.20147603478476686	0.22738448430731525	0.1217161238900369	0.15474324945220974	0.15474324945220977
P10721_D816H	Test set	5:8		0.15811388300841897	0.6153846153846154	0.575	0.75	0.4	0.6666666666666666	0.5	0.7058823529411765	0.22499999999999998	0.775
P10721_A829P		9:5	Not enough data in minority class of the training set for all 5 folds										
P10721_A829P	Fold 1	3:3		0.0	0.5	0.5	0.3333333333333333	0.6666666666666666	0.5	0.5	0.4	0.5555555555555556	0.4444444444444445
P10721_A829P	Fold 2	4:2		-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P10721_A829P	Fold 3	4:2		0.0	0.5	0.5	0.5	0.5	0.3333333333333333	0.6666666666666666	0.4	0.5	0.5
P10721_A829P	Fold 4	4:2		-0.31622776601683794	0.5	0.375	0.0	0.75	0.0	0.6	0.0	0.75	0.25
P10721_A829P	Fold 5	4:2		0.0	0.5	0.5	0.5	0.5	0.3333333333333333	0.6666666666666666	0.4	0.625	0.375
P10721_A829P	Mean	-		-0.2632455532033676	0.4	0.375	0.26666666666666666	0.4833333333333333	0.2333333333333333	0.48666666666666664	0.24000000000000005	0.6861111111111111	0.3138888888888889
P10721_A829P	SD	-		0.3543794796526422	0.18257418583505536	0.1767766952966369	0.2063797291222968	0.23765832929119374	0.18257418583505539	0.2290075204975689	0.1788854381999832	0.16228816518671588	0.1622881651867159
P10721_A829P	Test set	9:5		-0.04303314829119352	0.5	0.4777777777777778	0.4	0.5555555555555556	0.3333333333333333	0.625	0.3636363636363636	0.4222222222222222	0.5777777777777778
O75909_WT		3:10	Number of points 13 < 30										
O60307_WT		2:5	Number of points 7 < 30										
Q9NYV4_WT		6:12	Number of points 18 < 30										
P20794_WT		4:12	Number of points 16 < 30										
P51956_WT		2:16	Number of points 18 < 30										
O95382_WT		1:17	Number of points 18 < 30										
Q9H4A3_WT		5:7	Number of points 12 < 30										
O14733_WT		4:20	Not enough data in minority class of the training set for all 5 folds										
P10398_WT		17:7	Number of points 24 < 30										
O76039_WT		11:14	Number of points 25 < 30										
Q15208_WT		3:13	Number of points 16 < 30										
Q9UGJ0_WT		8:15	Number of points 23 < 30										
O43741_WT		5:14	Number of points 19 < 30										
Q92772_WT		8:21	Number of points 29 < 30										
Q96Q40_WT		5:17	Number of points 22 < 30										
Q9UPZ9_WT		3:8	Not enough data in minority class of the training set for all 5 folds										
Q9UPZ9_WT	Fold 1	2:3		0.0	0.6	0.5	1.0	0.0	0.6	0.0	0.7499999999999999	0.16666666666666666	0.8333333333333333
Q9UPZ9_WT	Fold 2	2:3		0.6123724356957946	0.8	0.75	1.0	0.5	0.75	1.0	0.8571428571428571	0.3333333333333333	0.6666666666666666
Q9UPZ9_WT	Fold 3	2:3		0.6666666666666666	0.8	0.8333333333333333	0.6666666666666666	1.0	1.0	0.6666666666666666	0.8	0.0	1.0
Q9UPZ9_WT	Fold 4	2:3		0.6666666666666666	0.8	0.8333333333333333	0.6666666666666666	1.0	1.0	0.6666666666666666	0.8	0.0	1.0
Q9UPZ9_WT	Fold 5	2:2		0.5773502691896258	0.75	0.75	1.0	0.5	0.6666666666666666	1.0	0.8	0.25	0.75
Q9UPZ9_WT	Mean	-		0.5046112076437507	0.75	0.7333333333333332	0.8666666666666666	0.6	0.8033333333333333	0.6666666666666666	0.8014285714285714	0.15	0.85
Q9UPZ9_WT	SD	-		0.2324004689552783	0.07071067811865478	0.11180339887498947	0.14907119849998599	0.34156502553198664	0.15287370725657953	0.33333333333333337	0.030970690555255444	0.12171612389003691	0.12171612389003693
Q9UPZ9_WT	Test set	3:8		0.5163977794943222	0.8181818181818182	0.6666666666666666	1.0	0.3333333333333333	0.8	1.0	0.888888888888889	0.5	0.5
Q8WTQ7_WT		3:38	Not enough data in minority class of the training set for all 5 folds										
P36888_R834Q		6:5	Not enough data in minority class of the training set for all 5 folds										
P36888_R834Q	Fold 1	3:2		-0.16666666666666666	0.4	0.41666666666666663	0.5	0.3333333333333333	0.3333333333333333	0.5	0.4	0.33333333333333337	0.6666666666666667
P36888_R834Q	Fold 2	3:2		0.0	0.6	0.5	0.0	1.0	0.0	0.6	0.0	0.0	1.0
P36888_R834Q	Fold 3	3:2		0.16666666666666666	0.6	0.5833333333333333	0.5	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666667	0.33333333333333337
P36888_R834Q	Fold 4	2:2		0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
P36888_R834Q	Fold 5	2:2		0.5773502691896258	0.75	0.75	0.5	1.0	1.0	0.6666666666666666	0.6666666666666666	0.0	1.0
P36888_R834Q	Mean	-		0.11547005383792516	0.5700000000000001	0.55	0.4	0.7	0.4666666666666666	0.5866666666666667	0.4133333333333333	0.3	0.7
P36888_R834Q	SD	-		0.2317405957179357	0.1064581294844754	0.1031898645611484	0.18257418583505536	0.24343224778007383	0.29502040105226124	0.06831300510639732	0.20421484692280262	0.24343224778007386	0.24343224778007383
P36888_R834Q	Test set	6:5		0.6708203932499369	0.8181818181818182	0.8	0.6	1.0	1.0	0.75	0.7499999999999999	0.2	0.8
Q8TF76_WT		7:3	Not enough data in minority class of the training set for all 5 folds										
Q8TF76_WT	Fold 1	2:3		-0.16666666666666666	0.4	0.41666666666666663	0.3333333333333333	0.5	0.5	0.3333333333333333	0.4	0.6666666666666666	0.3333333333333333
Q8TF76_WT	Fold 2	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.3333333333333333	0.6666666666666666
Q8TF76_WT	Fold 3	2:2		-0.5773502691896258	0.25	0.25	0.5	0.0	0.3333333333333333	0.0	0.4	1.0	0.0
Q8TF76_WT	Fold 4	2:2		0.0	0.5	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.25	0.75
Q8TF76_WT	Fold 5	2:2		-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8TF76_WT	Mean	-		-0.34880338717125847	0.38	0.3333333333333333	0.5666666666666667	0.1	0.41666666666666663	0.06666666666666667	0.4647619047619047	0.65	0.35
Q8TF76_WT	SD	-		0.35421088271452006	0.22840023350834532	0.17347216662217774	0.35486043161491804	0.1825741858350554	0.22566773346211	0.12171612389003691	0.2642978690183659	0.2902744550580696	0.2902744550580696
Q8TF76_WT	Test set	7:3		0.2182178902359924	0.6	0.6190476190476191	0.6666666666666666	0.5714285714285714	0.4	0.8	0.5	0.23809523809523808	0.7619047619047619
Q15835_WT		4:22	Not enough data in minority class of the training set for all 5 folds										
O43318_WT	Fold 1	12:15		0.5487954724560282	0.7777777777777778	0.7666666666666666	0.8666666666666667	0.6666666666666666	0.7647058823529411	0.8	0.8125	0.12222222222222223	0.8777777777777778
O43318_WT	Fold 2	12:15		0.31622776601683794	0.6666666666666666	0.65	0.8	0.5	0.6666666666666666	0.6666666666666666	0.7272727272727272	0.28888888888888886	0.7111111111111111
O43318_WT	Fold 3	11:16		0.22727272727272727	0.5925925925925926	0.6136363636363636	0.5	0.7272727272727273	0.7272727272727273	0.5	0.5925925925925926	0.28409090909090906	0.7159090909090909
O43318_WT	Fold 4	11:15		0.2700542407171066	0.6538461538461539	0.6151515151515152	0.8666666666666667	0.36363636363636365	0.65	0.6666666666666666	0.7428571428571429	0.4666666666666667	0.5333333333333334
O43318_WT	Fold 5	11:15		0.12309149097933272	0.5769230769230769	0.5606060606060606	0.6666666666666666	0.45454545454545453	0.625	0.5	0.6451612903225806	0.42424242424242425	0.5757575757575757
O43318_WT	Mean	-		0.29708833948840657	0.6535612535612536	0.6412121212121212	0.74	0.5424242424242424	0.686729055258467	0.6266666666666667	0.7040767506090087	0.31722222222222224	0.6827777777777778
O43318_WT	SD	-		0.1288427749436843	0.06479733231135126	0.0629192397566754	0.12823589374447564	0.12321576308668207	0.04705701170461958	0.1043498389499902	0.0703530645082299	0.11083954416432822	0.11083954416432822
O43318_WT	Test set	26:31		0.37500114878971175	0.6842105263157895	0.6879652605459057	0.6451612903225806	0.7307692307692307	0.7407407407407407	0.6333333333333333	0.689655172413793	0.2084367245657568	0.7915632754342432
P35626_WT		8:1	Not enough data in minority class of the training set for all 5 folds										
P35626_WT	Fold 1	3:2		0.6123724356957946	0.8	0.75	0.5	1.0	1.0	0.75	0.6666666666666666	0.0	1.0
P35626_WT	Fold 2	3:1		0.5773502691896258	0.75	0.8333333333333333	1.0	0.6666666666666666	0.5	1.0	0.6666666666666666	0.0	1.0
P35626_WT	Fold 3	3:1		0.0	0.75	0.5	0.0	1.0	0.0	0.75	0.0	0.0	1.0
P35626_WT	Fold 4	3:1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P35626_WT	Fold 5	3:1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P35626_WT	Mean	-		0.6379445409770841	0.86	0.8166666666666667	0.7	0.9333333333333332	0.7	0.9	0.6666666666666666	0.0	1.0
P35626_WT	SD	-		0.3350291396582843	0.10567244989431572	0.16942167424418786	0.3651483716701107	0.12171612389003694	0.3651483716701107	0.11180339887498948	0.33333333333333337	0.0	0.0
P35626_WT	Test set	8:1		-0.125	0.7777777777777778	0.4375	0.0	0.875	0.0	0.875	0.0	0.5	0.5
Q9Y2K2_WT	Fold 1	1:5		-0.31622776601683794	0.5	0.3	0.6	0.0	0.75	0.0	0.6666666666666665	0.8	0.2
Q9Y2K2_WT	Fold 2	1:5		-0.31622776601683794	0.5	0.3	0.6	0.0	0.75	0.0	0.6666666666666665	0.6	0.4
Q9Y2K2_WT	Fold 3	2:4		-0.31622776601683794	0.5	0.375	0.75	0.0	0.6	0.0	0.6666666666666665	0.625	0.375
Q9Y2K2_WT	Fold 4	2:4		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	1.0	0.0
Q9Y2K2_WT	Fold 5	2:4		0.25	0.6666666666666666	0.625	0.75	0.5	0.75	0.5	0.75	0.375	0.625
Q9Y2K2_WT	Mean	-		-0.13973665961010276	0.5666666666666667	0.42000000000000004	0.74	0.1	0.7033333333333334	0.1	0.71	0.6799999999999999	0.32
Q9Y2K2_WT	SD	-		0.2101064530997923	0.07453559924999298	0.11492751338706209	0.13354150416006755	0.18257418583505536	0.055611083361076445	0.18257418583505536	0.05055250296034375	0.19115874729309842	0.19115874729309842
Q9Y2K2_WT	Test set	6:8		0.05892556509887897	0.5714285714285714	0.5208333333333334	0.875	0.16666666666666666	0.5833333333333334	0.5	0.7000000000000001	0.5	0.5
Q8IYT8_WT		5:7	Not enough data in minority class of the training set for all 5 folds										
Q8IYT8_WT	Fold 1	3:3		0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.33333333333333337	0.6666666666666667
Q8IYT8_WT	Fold 2	3:3		0.0	0.5	0.5	0.6666666666666666	0.3333333333333333	0.5	0.5	0.5714285714285715	0.4444444444444445	0.5555555555555556
Q8IYT8_WT	Fold 3	2:3		-0.4082482904638631	0.4	0.3333333333333333	0.6666666666666666	0.0	0.5	0.0	0.5714285714285715	0.5	0.5
Q8IYT8_WT	Fold 4	3:2		-0.6123724356957946	0.2	0.25	0.5	0.0	0.25	0.0	0.3333333333333333	1.0	0.0
Q8IYT8_WT	Fold 5	3:2		0.0	0.6	0.5	0.0	1.0	0.0	0.6	0.0	0.5	0.5
Q8IYT8_WT	Mean	-		-0.13745747856526486	0.4733333333333333	0.45	0.5	0.4	0.3833333333333333	0.35333333333333333	0.42857142857142866	0.5555555555555556	0.4444444444444445
Q8IYT8_WT	SD	-		0.3050423428832399	0.14956727707078968	0.1326370709590369	0.23570226039551584	0.35486043161491804	0.2130032168075646	0.2677754725580812	0.21994295969128602	0.21032993873334346	0.2103299387333435
Q8IYT8_WT	Test set	5:7		0.37142857142857144	0.6666666666666666	0.6857142857142857	0.5714285714285714	0.8	0.8	0.5714285714285714	0.6666666666666666	0.39999999999999997	0.6
O75385_WT	Fold 1	5:6		-0.26666666666666666	0.36363636363636365	0.3666666666666667	0.3333333333333333	0.4	0.4	0.3333333333333333	0.3636363636363636	0.5	0.5
O75385_WT	Fold 2	5:5		0.408248290463863	0.7	0.7	0.8	0.6	0.6666666666666666	0.75	0.7272727272727272	0.39999999999999997	0.6
O75385_WT	Fold 3	5:5		0.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.36	0.64
O75385_WT	Fold 4	5:5		0.408248290463863	0.7	0.7	0.6	0.8	0.75	0.6666666666666666	0.6666666666666665	0.07999999999999999	0.92
O75385_WT	Fold 5	5:5		0.5	0.7	0.7	0.4	1.0	1.0	0.625	0.5714285714285715	0.32	0.68
O75385_WT	Mean	-		0.2499659828522119	0.6127272727272727	0.6133333333333333	0.5466666666666666	0.68	0.6833333333333333	0.595	0.5858008658008658	0.33199999999999996	0.668
O75385_WT	SD	-		0.25233228143596786	0.11906430422231888	0.11800816042090444	0.15104573749303493	0.18618986725025255	0.17898892992874457	0.12816366850994054	0.11278209788312363	0.12733158812067544	0.12733158812067547
O75385_WT	Test set	7:15		0.035634832254989916	0.5	0.519047619047619	0.4666666666666667	0.5714285714285714	0.7	0.3333333333333333	0.56	0.4095238095238095	0.5904761904761905
Q9Y572_WT		3:15	Not enough data in minority class of the training set for all 5 folds										
Q9Y572_WT	Fold 1	3:6		-0.25	0.5555555555555556	0.4166666666666667	0.8333333333333334	0.0	0.625	0.0	0.7142857142857143	1.0	0.0
Q9Y572_WT	Fold 2	3:6		0.5	0.7777777777777778	0.6666666666666666	1.0	0.3333333333333333	0.75	1.0	0.8571428571428571	0.2777777777777778	0.7222222222222223
Q9Y572_WT	Fold 3	2:6		0.14907119849998599	0.625	0.5833333333333333	0.6666666666666666	0.5	0.8	0.3333333333333333	0.7272727272727272	0.5416666666666667	0.4583333333333333
Q9Y572_WT	Fold 4	2:6		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.8333333333333334	0.16666666666666666
Q9Y572_WT	Fold 5	2:6		-0.2182178902359924	0.625	0.4166666666666667	0.8333333333333334	0.0	0.7142857142857143	0.0	0.7692307692307692	0.9166666666666667	0.08333333333333333
Q9Y572_WT	Mean	-		0.03617066165279871	0.6666666666666667	0.5166666666666666	0.8666666666666666	0.16666666666666666	0.7278571428571429	0.26666666666666666	0.785014985014985	0.7138888888888889	0.2861111111111111
Q9Y572_WT	SD	-		0.25026642004713817	0.07649403537897363	0.08871510790372948	0.1138550085106622	0.19245008972987526	0.05314912917417171	0.3548604316149181	0.05625951683993832	0.2439599575859731	0.24395995758597314
Q9Y572_WT	Test set	3:15		-0.10846522890932808	0.7777777777777778	0.4666666666666667	0.9333333333333333	0.0	0.8235294117647058	0.0	0.8749999999999999	0.33333333333333337	0.6666666666666667
Q9BYP7_WT		1:2	Number of points 3 < 30										
Q9P2K8_WT		5:6	Not enough data in minority class of the training set for all 5 folds										
Q9P2K8_WT	Fold 1	3:2		-0.6666666666666666	0.2	0.16666666666666666	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.8333333333333334	0.16666666666666669
Q9P2K8_WT	Fold 2	3:2		-0.6666666666666666	0.2	0.16666666666666666	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.6666666666666667	0.33333333333333337
Q9P2K8_WT	Fold 3	4:1		0.0	0.8	0.5	0.0	1.0	0.0	0.8	0.0	0.25	0.75
Q9P2K8_WT	Fold 4	4:1		0.0	0.8	0.5	0.0	1.0	0.0	0.8	0.0	0.5	0.5
Q9P2K8_WT	Fold 5	3:1		0.0	0.75	0.5	0.0	1.0	0.0	0.75	0.0	1.0	0.0
Q9P2K8_WT	Mean	-		-0.26666666666666666	0.55	0.36666666666666664	0.0	0.7333333333333333	0.0	0.6033333333333333	0.0	0.65	0.35
Q9P2K8_WT	SD	-		0.29814239699997197	0.2614064523559687	0.14907119849998599	0.0	0.29814239699997197	0.0	0.20193508307814614	0.0	0.23765832929119377	0.23765832929119377
Q9P2K8_WT	Test set	5:6		0.28867513459481287	0.5454545454545454	0.5833333333333334	0.16666666666666666	1.0	1.0	0.5	0.2857142857142857	0.1333333333333333	0.8666666666666667
Q9NZJ5_WT	Fold 1	7:16		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9NZJ5_WT	Fold 2	7:16		0.8981774262781437	0.9565217391304348	0.9285714285714286	1.0	0.8571428571428571	0.9411764705882353	1.0	0.9696969696969697	0.0	1.0
Q9NZJ5_WT	Fold 3	6:16		0.7708333333333334	0.9090909090909091	0.8854166666666667	0.9375	0.8333333333333334	0.9375	0.8333333333333334	0.9375	0.041666666666666664	0.9583333333333334
