target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q92772_WT		8:21	Number of points 29 < 30										
Q96Q40_WT		5:17	Number of points 22 < 30										
Q9UPZ9_WT		5:5	Not enough data in minority class of the training set for all 5 folds										
Q9UPZ9_WT	Fold 1	1:4		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.0	1.0
Q9UPZ9_WT	Fold 2	1:4		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9UPZ9_WT	Fold 3	2:3		0.16666666666666666	0.6	0.5833333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666666	0.5833333333333334	0.41666666666666663
Q9UPZ9_WT	Fold 4	2:3		0.6123724356957946	0.8	0.75	1.0	0.5	0.75	1.0	0.8571428571428571	0.25	0.75
Q9UPZ9_WT	Fold 5	2:3		0.16666666666666666	0.6	0.5833333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666666	0.3333333333333333	0.6666666666666666
Q9UPZ9_WT	Mean	-		0.3891411538058256	0.76	0.6833333333333332	0.8666666666666666	0.5	0.7766666666666666	0.6	0.8158730158730159	0.23333333333333334	0.7666666666666666
Q9UPZ9_WT	SD	-		0.3350127777734529	0.13662601021279466	0.16244657241348273	0.14907119849998599	0.28867513459481287	0.11205157542647744	0.34156502553198664	0.11934706607298783	0.2006932429798716	0.2006932429798716
Q9UPZ9_WT	Test set	5:5		-0.3333333333333333	0.4	0.4	0.8	0.0	0.4444444444444444	0.0	0.5714285714285714	0.5599999999999999	0.44000000000000006
Q8WTQ7_WT		1:26	Not enough data in minority class of the training set for all 5 folds										
Q8WTQ7_WT	Fold 1	1:6		0.0	0.8571428571428571	0.5	1.0	0.0	0.8571428571428571	0.0	0.923076923076923	0.16666666666666666	0.8333333333333334
Q8WTQ7_WT	Fold 2	2:5		0.0	0.7142857142857143	0.5	1.0	0.0	0.7142857142857143	0.0	0.8333333333333333	0.3	0.7
Q8WTQ7_WT	Fold 3	1:5		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.2	0.8
Q8WTQ7_WT	Fold 4	1:5		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.1	0.9
Q8WTQ7_WT	Fold 5	1:5		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.0	1.0
Q8WTQ7_WT	Mean	-		0.0	0.8142857142857143	0.5	1.0	0.0	0.8142857142857143	0.0	0.8967365967365968	0.15333333333333335	0.8466666666666665
Q8WTQ7_WT	SD	-		0.0	0.0464133064038522	0.0	0.0	0.0	0.0464133064038522	0.0	0.02935891035427529	0.09148972822328401	0.09148972822328402
Q8WTQ7_WT	Test set	1:26		0.0	0.9629629629629629	0.5	1.0	0.0	0.9629629629629629	0.0	0.9811320754716981	0.6346153846153846	0.3653846153846154
P36888_R834Q		19:15	No test data for temporal split at 2013										
Q8TF76_WT		8:2	Not enough data in minority class of the training set for all 5 folds										
Q8TF76_WT	Fold 1	2:3		-0.16666666666666666	0.4	0.41666666666666663	0.3333333333333333	0.5	0.5	0.3333333333333333	0.4	0.5833333333333333	0.41666666666666663
Q8TF76_WT	Fold 2	1:3		-0.3333333333333333	0.5	0.3333333333333333	0.6666666666666666	0.0	0.6666666666666666	0.0	0.6666666666666666	0.6666666666666666	0.3333333333333333
Q8TF76_WT	Fold 3	1:3		0.5773502691896258	0.75	0.8333333333333333	0.6666666666666666	1.0	1.0	0.5	0.8	0.3333333333333333	0.6666666666666666
Q8TF76_WT	Fold 4	2:2		-0.5773502691896258	0.25	0.25	0.5	0.0	0.3333333333333333	0.0	0.4	0.75	0.25
Q8TF76_WT	Fold 5	2:2		0.0	0.5	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.5	0.5
Q8TF76_WT	Mean	-		-0.1	0.48	0.4666666666666666	0.6333333333333333	0.3	0.6	0.16666666666666666	0.5866666666666667	0.5666666666666667	0.4333333333333333
Q8TF76_WT	SD	-		0.3548604316149181	0.14888474289418197	0.18383769008638107	0.2018433569398328	0.3651483716701107	0.2063797291222968	0.19245008972987526	0.1460593486680443	0.13088021099321942	0.13088021099321942
Q8TF76_WT	Test set	8:2		0.4082482904638631	0.6	0.75	1.0	0.5	0.3333333333333333	1.0	0.5	0.25	0.75
Q15835_WT		4:20	Not enough data in minority class of the training set for all 5 folds										
O43318_WT	Fold 1	3:6		0.5	0.7777777777777778	0.6666666666666666	1.0	0.3333333333333333	0.75	1.0	0.8571428571428571	0.4444444444444445	0.5555555555555556
O43318_WT	Fold 2	3:6		0.7559289460184544	0.8888888888888888	0.8333333333333333	1.0	0.6666666666666666	0.8571428571428571	1.0	0.923076923076923	0.0	1.0
O43318_WT	Fold 3	3:5		0.14907119849998599	0.625	0.5666666666666667	0.8	0.3333333333333333	0.6666666666666666	0.5	0.7272727272727272	0.6000000000000001	0.4
O43318_WT	Fold 4	3:5		-0.2581988897471611	0.375	0.3666666666666667	0.4	0.3333333333333333	0.5	0.25	0.4444444444444445	0.5333333333333333	0.4666666666666667
O43318_WT	Fold 5	3:5		0.14907119849998599	0.625	0.5666666666666667	0.8	0.3333333333333333	0.6666666666666666	0.5	0.7272727272727272	0.6666666666666667	0.33333333333333337
O43318_WT	Mean	-		0.259174490654253	0.6583333333333333	0.6	0.8	0.39999999999999997	0.6880952380952381	0.65	0.7358419358419358	0.4488888888888889	0.5511111111111112
O43318_WT	SD	-		0.31535234249704064	0.15807321062626478	0.13877773329774215	0.2	0.12171612389003691	0.10701050025830586	0.27386127875258304	0.14990564511112447	0.21560518710786838	0.21560518710786836
O43318_WT	Test set	68:80		-0.020033835670670207	0.527027027027027	0.49411764705882355	0.9	0.08823529411764706	0.5373134328358209	0.42857142857142855	0.6728971962616822	0.40284926470588234	0.5971507352941177
P35626_WT		6:0	Only one activity class in traing set for temporal split at 2013										
Q9Y2K2_WT	Fold 1	1:4		-0.25	0.6	0.375	0.75	0.0	0.75	0.0	0.75	0.375	0.625
Q9Y2K2_WT	Fold 2	1:4		0.6123724356957946	0.8	0.875	0.75	1.0	1.0	0.5	0.8571428571428571	0.0	1.0
Q9Y2K2_WT	Fold 3	2:3		0.6123724356957946	0.8	0.75	1.0	0.5	0.75	1.0	0.8571428571428571	0.0	1.0
Q9Y2K2_WT	Fold 4	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.0	1.0
Q9Y2K2_WT	Fold 5	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.8333333333333333	0.16666666666666666
Q9Y2K2_WT	Mean	-		0.19494897427831784	0.74	0.6	0.9	0.3	0.8	0.3	0.8357142857142857	0.24166666666666664	0.7583333333333333
Q9Y2K2_WT	SD	-		0.32209586749371144	0.06708203932499371	0.16770509831248423	0.11180339887498948	0.3651483716701107	0.09128709291752769	0.3651483716701107	0.03912303982179756	0.300847568145829	0.3008475681458291
Q9Y2K2_WT	Test set	8:13		0.4135850959342555	0.7142857142857143	0.625	1.0	0.25	0.6842105263157895	1.0	0.8125000000000001	0.5576923076923077	0.4423076923076923
Q8IYT8_WT		7:1	Not enough data in minority class of the training set for all 5 folds										
Q8IYT8_WT	Fold 1	3:4		-0.5477225575051661	0.2857142857142857	0.25	0.5	0.0	0.4	0.0	0.4444444444444445	0.6666666666666666	0.33333333333333337
Q8IYT8_WT	Fold 2	2:4		0.7071067811865476	0.8333333333333334	0.875	0.75	1.0	1.0	0.6666666666666666	0.8571428571428571	0.125	0.875
Q8IYT8_WT	Fold 3	2:4		0.25	0.6666666666666666	0.625	0.75	0.5	0.75	0.5	0.75	0.125	0.875
Q8IYT8_WT	Fold 4	2:4		0.6324555320336759	0.8333333333333334	0.75	1.0	0.5	0.8	1.0	0.888888888888889	0.0	1.0
Q8IYT8_WT	Fold 5	3:3		0.4472135954999579	0.6666666666666666	0.6666666666666666	0.3333333333333333	1.0	1.0	0.6	0.5	0.6666666666666666	0.3333333333333333
Q8IYT8_WT	Mean	-		0.29781067024300306	0.6571428571428571	0.6333333333333333	0.6666666666666667	0.6	0.79	0.5533333333333333	0.6880952380952381	0.31666666666666665	0.6833333333333333
Q8IYT8_WT	SD	-		0.4121173019596618	0.18267765662025856	0.19154585564510349	0.20971762320196527	0.34156502553198664	0.20083160441856088	0.29539678275035297	0.1670693045275736	0.2641811247357893	0.2641811247357893
Q8IYT8_WT	Test set	7:1		0.0	0.125	0.5	1.0	0.0	0.125	0.0	0.2222222222222222	1.0	0.0
O75385_WT	Fold 1	2:4		0.6324555320336759	0.8333333333333334	0.75	1.0	0.5	0.8	1.0	0.888888888888889	0.0	1.0
O75385_WT	Fold 2	1:4		-0.4082482904638631	0.4	0.25	0.5	0.0	0.6666666666666666	0.0	0.5714285714285715	1.0	0.0
O75385_WT	Fold 3	2:3		0.6123724356957946	0.8	0.75	1.0	0.5	0.75	1.0	0.8571428571428571	0.5	0.5
O75385_WT	Fold 4	2:3		-0.4082482904638631	0.4	0.3333333333333333	0.6666666666666666	0.0	0.5	0.0	0.5714285714285715	0.6666666666666666	0.3333333333333333
O75385_WT	Fold 5	2:3		-0.6123724356957946	0.2	0.25	0.0	0.5	0.0	0.25	0.0	0.6666666666666666	0.3333333333333333
O75385_WT	Mean	-		-0.036808209778810067	0.5266666666666666	0.4666666666666667	0.6333333333333333	0.3	0.5433333333333333	0.45	0.5777777777777778	0.5666666666666667	0.4333333333333333
O75385_WT	SD	-		0.4960778016598017	0.22640507781244498	0.2130032168075646	0.3388433484883757	0.223606797749979	0.26485495681249416	0.41833001326703784	0.2911880138220562	0.29814239699997197	0.29814239699997197
O75385_WT	Test set	23:24		0.1506131137016415	0.5319148936170213	0.5217391304347826	1.0	0.043478260869565216	0.5217391304347826	1.0	0.6857142857142856	0.506340579710145	0.49365942028985504
Q9Y572_WT		15:45	Not enough training data for temporal split at 2013										
Q9BYP7_WT		1:2	Number of points 3 < 30										
Q9P2K8_WT		6:4	Not enough data in minority class of the training set for all 5 folds										
Q9NZJ5_WT		38:4	Not enough data in minority class of the training set for all 5 folds										
Q9NZJ5_WT	Fold 1	2:22		0.6915640748081247	0.9583333333333334	0.75	1.0	0.5	0.9565217391304348	1.0	0.9777777777777777	0.0	1.0
Q9NZJ5_WT	Fold 2	1:23		0.0	0.9583333333333334	0.5	1.0	0.0	0.9583333333333334	0.0	0.9787234042553191	0.0	1.0
Q9NZJ5_WT	Fold 3	1:23		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9NZJ5_WT	Fold 4	1:23		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9NZJ5_WT	Fold 5	1:22		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9NZJ5_WT	Mean	-		0.7383128149616249	0.9833333333333334	0.85	1.0	0.7	0.9829710144927535	0.8	0.9913002364066195	0.0	1.0
Q9NZJ5_WT	SD	-		0.35419669815005905	0.01863389981249823	0.18257418583505536	0.0	0.3651483716701107	0.01904616559101874	0.3651483716701107	0.009730461226417159	0.0	0.0
Q9NZJ5_WT	Test set	38:4		0.17569564951772032	0.7380952380952381	0.631578947368421	0.5	0.7631578947368421	0.18181818181818182	0.9354838709677419	0.26666666666666666	0.3223684210526316	0.6776315789473685
Q9Y478_WT		9:32	Not enough training data for temporal split at 2013										
Q9BQI3_WT		4:12	Not enough data in minority class of the training set for all 5 folds										
Q9BQI3_WT	Fold 1	2:5		0.6454972243679028	0.8571428571428571	0.75	1.0	0.5	0.8333333333333334	1.0	0.9090909090909091	0.2	0.8
Q9BQI3_WT	Fold 2	3:4		0.09128709291752768	0.5714285714285714	0.5416666666666666	0.75	0.3333333333333333	0.6	0.5	0.6666666666666665	0.33333333333333337	0.6666666666666667
Q9BQI3_WT	Fold 3	3:4		-0.3535533905932738	0.42857142857142855	0.375	0.75	0.0	0.5	0.0	0.6	0.9166666666666667	0.08333333333333334
Q9BQI3_WT	Fold 4	2:4		0.6324555320336759	0.8333333333333334	0.75	1.0	0.5	0.8	1.0	0.888888888888889	0.25	0.75
Q9BQI3_WT	Fold 5	2:4		0.0	0.5	0.5	0.5	0.5	0.6666666666666666	0.3333333333333333	0.5714285714285715	0.5	0.5
Q9BQI3_WT	Mean	-		0.2031372917451665	0.638095238095238	0.5833333333333333	0.8	0.36666666666666664	0.6799999999999999	0.5666666666666667	0.7272150072150072	0.44000000000000006	0.5599999999999999
Q9BQI3_WT	SD	-		0.35205970220787736	0.15995558718439365	0.13393959390267993	0.1707825127659933	0.17743021580745902	0.1132025389062225	0.3548604316149181	0.13123545054442318	0.23660406057690872	0.23660406057690872
Q9BQI3_WT	Test set	4:12		0.09245003270420485	0.6875	0.5416666666666667	0.8333333333333334	0.25	0.7692307692307693	0.3333333333333333	0.8	0.46875000000000006	0.53125
P54619_WT		4:19	Number of points 23 < 30										
O00238_WT	Fold 1	2:5		0.3	0.7142857142857143	0.65	0.8	0.5	0.8	0.5	0.8000000000000002	0.4	0.6000000000000001
O00238_WT	Fold 2	2:5		-0.2581988897471611	0.5714285714285714	0.4	0.8	0.0	0.6666666666666666	0.0	0.7272727272727272	0.4	0.6000000000000001
O00238_WT	Fold 3	1:5		0.6324555320336759	0.8333333333333334	0.9	0.8	1.0	1.0	0.5	0.888888888888889	0.0	1.0
O00238_WT	Fold 4	2:4		0.6324555320336759	0.8333333333333334	0.75	1.0	0.5	0.8	1.0	0.888888888888889	0.5	0.5
O00238_WT	Fold 5	2:4		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.0	1.0
O00238_WT	Mean	-		0.2613424348640382	0.7238095238095238	0.64	0.8800000000000001	0.4	0.7866666666666666	0.4	0.821010101010101	0.26	0.74
O00238_WT	SD	-		0.3201997619620567	0.09180313486299212	0.16176114078067907	0.08944271909999156	0.3415650255319866	0.11155467020454342	0.3415650255319866	0.05610199582290035	0.196638416050035	0.196638416050035
O00238_WT	Test set	16:10		-0.25298221281347033	0.34615384615384615	0.45	0.9	0.0	0.36	0.0	0.5142857142857143	0.475	0.525
Q9UL54_WT		4:26	Not enough data in minority class of the training set for all 5 folds										
Q9H2K8_WT		1:17	Not enough data in minority class of the training set for all 5 folds										
Q9H2K8_WT	Fold 1	10:8		0.3952847075210474	0.6666666666666666	0.6875	0.875	0.5	0.5833333333333334	0.8333333333333334	0.7000000000000001	0.14999999999999997	0.8500000000000001
Q9H2K8_WT	Fold 2	10:8		0.325	0.6666666666666666	0.6625	0.625	0.7	0.625	0.7	0.625	0.3375	0.6625
Q9H2K8_WT	Fold 3	10:8		0.1941450686788302	0.6111111111111112	0.5875	0.375	0.8	0.6	0.6153846153846154	0.4615384615384615	0.38749999999999996	0.6125
Q9H2K8_WT	Fold 4	10:8		0.025482359571881278	0.5	0.5125	0.625	0.4	0.45454545454545453	0.5714285714285714	0.5263157894736842	0.6000000000000001	0.4
Q9H2K8_WT	Fold 5	10:8		0.4472135954999579	0.7222222222222222	0.725	0.75	0.7	0.6666666666666666	0.7777777777777778	0.7058823529411765	0.1125	0.8875
Q9H2K8_WT	Mean	-		0.2774251462543434	0.6333333333333334	0.635	0.65	0.6199999999999999	0.5859090909090909	0.6995848595848596	0.6037473207906645	0.3175	0.6824999999999999
Q9H2K8_WT	SD	-		0.13868014726367006	0.06879324304076558	0.06937218462755805	0.1513825177048746	0.1341640786499874	0.06520669497908085	0.08899126768445055	0.08790792637075992	0.16082469752290332	0.16082469752290326
Q9H2K8_WT	Test set	1:17		-0.19347649748797374	0.5555555555555556	0.29411764705882354	0.5882352941176471	0.0	0.9090909090909091	0.0	0.7142857142857143	0.8235294117647058	0.17647058823529413
P67870_WT		10:44	Not enough training data for temporal split at 2013										
Q86Z02_WT	Fold 1	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.0	1.0
Q86Z02_WT	Fold 2	2:9		-0.14907119849998599	0.7272727272727273	0.4444444444444444	0.8888888888888888	0.0	0.8	0.0	0.8421052631578948	0.4444444444444444	0.5555555555555556
Q86Z02_WT	Fold 3	2:8		-0.16666666666666666	0.7	0.4375	0.875	0.0	0.7777777777777778	0.0	0.823529411764706	0.3125	0.6875
Q86Z02_WT	Fold 4	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.4375	0.5625
Q86Z02_WT	Fold 5	2:8		-0.16666666666666666	0.7	0.4375	0.875	0.0	0.7777777777777778	0.0	0.823529411764706	0.4375	0.5625
Q86Z02_WT	Mean	-		-0.09648090636666387	0.749090909090909	0.4638888888888889	0.9277777777777778	0.0	0.7947474747474746	0.0	0.8556105951152391	0.3263888888888889	0.673611111111111
Q86Z02_WT	SD	-		0.07215140482706368	0.0459368353009387	0.027014989742398444	0.05402997948479689	0.0	0.01402549895572509	0.0	0.029773205918878623	0.15564440253716888	0.15564440253716888
Q86Z02_WT	Test set	17:57		0.0	0.7702702702702703	0.5	1.0	0.0	0.7702702702702703	0.0	0.8702290076335879	0.34881320949432404	0.651186790505676
P41279_WT	Fold 1	14:9		0.7409585736349484	0.8695652173913043	0.8333333333333333	0.6666666666666666	1.0	1.0	0.8235294117647058	0.8	0.1111111111111111	0.8888888888888887
P41279_WT	Fold 2	14:9		0.44135833302489197	0.7391304347826086	0.6865079365079365	0.4444444444444444	0.9285714285714286	0.8	0.7222222222222222	0.5714285714285714	0.21428571428571425	0.7857142857142857
P41279_WT	Fold 3	14:9		0.6313453403451318	0.8260869565217391	0.7976190476190477	0.6666666666666666	0.9285714285714286	0.8571428571428571	0.8125	0.75	0.1111111111111111	0.8888888888888888
P41279_WT	Fold 4	13:9		0.528395949267478	0.7727272727272727	0.7393162393162394	0.5555555555555556	0.9230769230769231	0.8333333333333334	0.75	0.6666666666666667	0.3247863247863248	0.6752136752136753
P41279_WT	Fold 5	14:8		0.7008255578851517	0.8636363636363636	0.8392857142857143	0.75	0.9285714285714286	0.8571428571428571	0.8666666666666667	0.7999999999999999	0.08035714285714284	0.9196428571428571
P41279_WT	Mean	-		0.6085767508315204	0.8142292490118577	0.7792124542124542	0.6166666666666666	0.9417582417582417	0.8695238095238095	0.794983660130719	0.7176190476190476	0.16833028083028082	0.8316697191697191
P41279_WT	SD	-		0.10078372741769058	0.0465581778236749	0.053326829362829786	0.09675815168602318	0.026654487417181516	0.062548545017043	0.047570810465498374	0.08019722476598731	0.08254063173774417	0.08254063173774412
P41279_WT	Test set	15:12		0.04264014327112209	0.48148148148148145	0.5166666666666667	0.8333333333333334	0.2	0.45454545454545453	0.6	0.5882352941176471	0.33888888888888885	0.6611111111111112
P22612_WT		4:86	Not enough data in minority class of the training set for all 5 folds										
Q96BR1_WT		3:15	Not enough data in minority class of the training set for all 5 folds										
Q96BR1_WT	Fold 1	2:2		0.5773502691896258	0.75	0.75	1.0	0.5	0.6666666666666666	1.0	0.8	0.5	0.5
Q96BR1_WT	Fold 2	1:2		-0.5	0.3333333333333333	0.25	0.5	0.0	0.5	0.0	0.5	0.5	0.5
Q96BR1_WT	Fold 3	1:2		-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q96BR1_WT	Fold 4	1:2		0.0	0.3333333333333333	0.5	0.0	1.0	0.0	0.3333333333333333	0.0	0.5	0.5
Q96BR1_WT	Fold 5	1:2		-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q96BR1_WT	Mean	-		-0.38452994616207486	0.2833333333333333	0.3	0.3	0.3	0.2333333333333333	0.26666666666666666	0.26	0.7	0.3
Q96BR1_WT	SD	-		0.5543790724549844	0.25276251480171835	0.26614532371118854	0.3651483716701107	0.3651483716701107	0.2652741419180738	0.3548604316149181	0.30331501776206204	0.22360679774997896	0.223606797749979
Q96BR1_WT	Test set	3:15		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.6555555555555557	0.34444444444444444
Q00534_WT		4:12	Not enough data in minority class of the training set for all 5 folds										
Q99558_WT		78:37	Not enough training data for temporal split at 2013										
P05771_WT	Fold 1	23:26		0.6389151433378876	0.7959183673469388	0.7826086956521738	1.0	0.5652173913043478	0.7222222222222222	1.0	0.8387096774193548	0.117056856187291	0.8829431438127091
P05771_WT	Fold 2	22:27		0.5447893535834707	0.7755102040816326	0.7668350168350169	0.8518518518518519	0.6818181818181818	0.7666666666666667	0.7894736842105263	0.8070175438596491	0.16666666666666669	0.8333333333333334
P05771_WT	Fold 3	22:27		0.7667828407785653	0.8775510204081632	0.8846801346801347	0.8148148148148148	0.9545454545454546	0.9565217391304348	0.8076923076923077	0.8800000000000001	0.04208754208754207	0.9579124579124578
P05771_WT	Fold 4	22:27		0.7953064913108095	0.8979591836734694	0.898989898989899	0.8888888888888888	0.9090909090909091	0.9230769230769231	0.8695652173913043	0.9056603773584906	0.07239057239057238	0.9276094276094276
P05771_WT	Fold 5	22:27		0.7132100370256794	0.8571428571428571	0.8493265993265993	0.9259259259259259	0.7727272727272727	0.8333333333333334	0.8947368421052632	0.8771929824561403	0.0404040404040404	0.9595959595959596
P05771_WT	Mean	-		0.6918007732072826	0.8408163265306122	0.8364880690967647	0.8962962962962961	0.7766798418972332	0.840364176885916	0.8722936102798803	0.8617161162187269	0.08772113554722251	0.9122788644527773
P05771_WT	SD	-		0.08286871953188776	0.04313161220176152	0.048559785069204414	0.058168982663653085	0.1309577490674254	0.08141688489330981	0.06813287655752027	0.03169164434076214	0.04406309850796477	0.044063098507964714
P05771_WT	Test set	250:40		-0.02788995520575487	0.17586206896551723	0.49050000000000005	0.925	0.056	0.13553113553113552	0.8235294117647058	0.2364217252396166	0.3527	0.6473
P25098_WT	Fold 1	14:7		0.31622776601683794	0.7142857142857143	0.6428571428571428	0.42857142857142855	0.8571428571428571	0.6	0.75	0.5	0.14285714285714288	0.8571428571428571
P25098_WT	Fold 2	14:7		0.7905694150420949	0.9047619047619048	0.8571428571428572	0.7142857142857143	1.0	1.0	0.875	0.8333333333333333	0.16326530612244897	0.8367346938775511
P25098_WT	Fold 3	14:7		0.5533985905294664	0.8095238095238095	0.75	0.5714285714285714	0.9285714285714286	0.8	0.8125	0.6666666666666666	0.09183673469387757	0.9081632653061225
P25098_WT	Fold 4	13:7		0.43463356032809364	0.75	0.7087912087912087	0.5714285714285714	0.8461538461538461	0.6666666666666666	0.7857142857142857	0.6153846153846153	0.1758241758241758	0.8241758241758241
P25098_WT	Fold 5	13:7		0.6847367880174606	0.85	0.8516483516483516	0.8571428571428571	0.8461538461538461	0.75	0.9166666666666666	0.7999999999999999	0.12087912087912087	0.8791208791208791
P25098_WT	Mean	-		0.5559132239867907	0.8057142857142857	0.7620879120879122	0.6285714285714286	0.8956043956043956	0.7633333333333334	0.8279761904761905	0.683076923076923	0.1389324960753532	0.8610675039246466
P25098_WT	SD	-		0.15482422162515191	0.062248739085724945	0.07556360173827152	0.13299276232160895	0.055310142382935905	0.12487030308521156	0.05505013862526251	0.11151733762049174	0.027423893559924386	0.0274238935599244
P25098_WT	Test set	70:124		-0.1565879114468912	0.37628865979381443	0.425	0.25	0.6	0.5254237288135594	0.3111111111111111	0.33879781420765026	0.5489631336405529	0.451036866359447
Q13315_WT	Fold 1	2:175		0.0	0.9887005649717514	0.5	1.0	0.0	0.9887005649717514	0.0	0.9943181818181819	0.02857142857142857	0.9714285714285714
Q13315_WT	Fold 2	2:174		0.0	0.9886363636363636	0.5	1.0	0.0	0.9886363636363636	0.0	0.9942857142857142	0.005747126436781609	0.9942528735632183
Q13315_WT	Fold 3	2:174		0.0	0.9886363636363636	0.5	1.0	0.0	0.9886363636363636	0.0	0.9942857142857142	0.022988505747126436	0.9770114942528736
