		number	R2	MSE	RMSE	MSLE	RMSLE	MAE	Explained Variance	Max Error	Mean Poisson Distrib	Mean Gamma Distrib	Pearson r	Spearman r	Kendall tau
P06239_WT	Fold 4	5.0	-0.18117179250578785	0.5282483737316084	0.7268069714385026	0.011644447703338083	0.10790944214172402	0.579252986907959	0.4667155980237775	1.21737105178833	0.08936693359617003	0.015156053040020457	0.7312225729716471	0.8999999999999998	0.7999999999999999
P06239_WT	Fold 5	5.0	-0.4596748406731437	2.8300464242719428	1.6822741822520915	0.05927292028754196	0.2434603053631987	1.2275084976196289	0.2337686914681666	2.7313716430664066	0.44468504399775705	0.07072776781049717	0.5310441504095903	0.49999999999999994	0.39999999999999997
P06239_WT	Mean	5.0	-0.29554269337847155	1.655017381753943	1.2303262519059792	0.030546618466059855	0.16724958286285976	0.9482774114990236	0.20051700074809314	2.2246700157165527	0.258905843751695	0.04109209806974675	0.4498173040073943	0.5999999999999999	0.48
P06239_WT	SD	0.0	0.21676206369201068	0.8311259245598069	0.3431650424418354	0.01627058281365709	0.04631590348051145	0.2543378935627665	0.34705671722081705	0.6215691383890773	0.12787209468757843	0.019993856359579	0.3429734761530445	0.270801280154532	0.27325202042558927
P06239_WT	Test set	10.0	-3.201016703690165	2.4130957542859117	1.5534142249528655	0.0412118966613724	0.2030071345085497	1.1434416030883792	-3.200149403802169	3.1170484085083014	0.36671052860609166	0.05698976881674964	-0.6089920063039053	-0.7841981513472833	-0.6292532049656926
Q5S007_WT	Fold 1	7.0	-3.0639139063471603	0.3491980226792669	0.5909297950512116	0.007017873748395321	0.08377275063166616	0.5312742413112096	-0.3533412408449579	0.9883662414550782	0.058841901950779985	0.009928961094455704	0.09850712560611918	0.396412483586046	0.39036002917941326
Q5S007_WT	Fold 2	7.0	0.32225347972144114	0.5868896475361517	0.7660872323281153	0.010870721034504987	0.10426274998533747	0.6605234592982699	0.4424955367418102	1.1603248977661131	0.09432506932223284	0.01526439582148642	0.7207869600448774	0.6785714285714287	0.5238095238095238
Q5S007_WT	Fold 3	6.0	-2.0535830790112617	0.9005214134686826	0.9489580672867914	0.018173199843979495	0.13480801105268	0.8393762385050456	0.3354878167809964	1.3624556694030758	0.14389576887207026	0.023343964043162153	0.7775004383542307	0.6667366910003157	0.5520524474738834
Q5S007_WT	Fold 4	6.0	0.7962087898872465	0.24674573831102406	0.49673507859927113	0.004108416026483216	0.0640969268099744	0.3490440826416017	0.7975407567114551	0.8334178085327153	0.035979881487467225	0.00537985526099997	0.9360449969225229	0.6	0.4666666666666666
Q5S007_WT	Fold 5	6.0	-0.37261165853570977	0.6130715068383409	0.7829888293190018	0.015550322996949398	0.12470093422644996	0.5088668988545736	-0.04183551469889135	1.7518446464538577	0.11054231387228874	0.020045704712090624	0.04432346442020844	0.14285714285714288	0.3333333333333333
Q5S007_WT	Mean	6.4	-0.8743292748570888	0.5392852657666932	0.7171398005168783	0.011144106730062484	0.10232827454122159	0.5778169841221401	0.23606947093808248	1.219281852722168	0.0887169871009678	0.014792576186438974	0.5154325970695917	0.49691554920298664	0.45324440009256406
Q5S007_WT	SD	0.447213595499958	1.3328633759636492	0.2081324402274802	0.1443253624087641	0.004750866128554166	0.023682464671124347	0.1497280792013723	0.3634056276136963	0.2914935315786225	0.03470402583236044	0.005960960134272397	0.3375241774943219	0.18615526853013234	0.07444878797867764
Q5S007_WT	Test set	27.0	-0.4671903170813516	0.3224595990902526	0.567855262448322	0.007396349028089403	0.08600202920913787	0.5047184620609991	-0.32075575509198795	1.1323751449584964	0.056767938493697066	0.010057537996211884	0.308149187006875	0.41941391941391937	0.2706552706552707
O75116_WT	Fold 1	5.0	-1.5375332448799401	0.4822328178569834	0.6944298509259114	0.00941362039641745	0.09702381355325841	0.5904460029602049	-0.45875642760550184	1.0604518699645995	0.07646129404436372	0.01214430418319754	-0.44001359356029746	-0.6	-0.39999999999999997
O75116_WT	Fold 2	4.0	-2.513645075405014	0.9538966628287177	0.97667633473363	0.016149081049217806	0.12707903465646017	0.7798017158508301	-0.2807874262659884	1.5394456024169925	0.1473543191101605	0.022839709806318442	-0.025244444739383608	0.39999999999999997	0.3333333333333334
O75116_WT	Fold 3	4.0	-6.685835056005376	0.6530668458028487	0.8081255136442907	0.01269922166270869	0.11269082332962471	0.7631057825088501	0.16751495335461852	1.184622917175293	0.10855116351468252	0.018094424918044694	0.5508907386840103	0.6000000000000001	0.3333333333333334
O75116_WT	Fold 4	4.0	0.09324838478068698	0.024749955353339025	0.15732118532905548	0.0004502220347778646	0.021218436200103545	0.14596862411499023	0.14561760715145655	0.24684209823608416	0.0038438801488980268	0.0005974201732154016	0.8363754944406578	0.7999999999999999	0.6666666666666669
O75116_WT	Fold 5	4.0	-1.0380162555250596	0.36688521483181286	0.6057105041451839	0.007640451369595534	0.08740967549187867	0.3907875270843506	-0.18969798485513922	1.177730236053467	0.05993215891421011	0.009810828171505359	-0.5380867498862334	-0.19999999999999998	0.0
O75116_WT	Mean	4.2	-2.3363562494069408	0.4961662993347403	0.6484526777556143	0.009270519302543469	0.0890843566462651	0.5340219305038453	-0.12322185564411088	1.0418185447692871	0.07922856314646298	0.012697337450456286	0.07678428898775073	0.2	0.18666666666666676
O75116_WT	SD	0.3651483716701107	2.1282301264827805	0.28085464129909343	0.2511231836607846	0.004822617803265853	0.033347872289254475	0.21877395221608786	0.22309638524061223	0.3913294682786499	0.043901011649696786	0.006916671283524489	0.4928339871604963	0.47609522856952335	0.32975860980532523
O75116_WT	Test set	10.0	-0.09350457095753129	0.7252556326554562	0.8516194177303945	0.01132124205245463	0.10640132542621182	0.641189735031128	0.20094910590619675	1.972032451629639	0.10590318217244707	0.015557253989423536	0.4671007397911123	0.6322217654272672	0.40451991747794525
P28482_WT	Fold 1	6.0	-0.09884269608974416	0.5003941613798031	0.7073854404635447	0.009514612321312085	0.0975428742723531	0.3720054009755452	-0.03641027226939131	1.6217435531616209	0.0770025214316643	0.01190492015226341	0.31149598262733025	-0.19999999999999998	-0.1111111111111111
P28482_WT	Fold 2	5.0	0.9492501904713933	0.007782511711105179	0.08821854516543094	0.00014757343122729605	0.01214798054111448	0.055214041900634746	0.9496835739654491	0.1584157943725586	0.0012431094175020974	0.00019996327684488336	0.9910051064273869	0.7905694150420948	0.7559289460184544
P28482_WT	Fold 3	5.0	-1.134149661414284	0.4356547264987918	0.6600414581666759	0.007533676049910458	0.08679675137878409	0.3345408882141115	-0.828691822674718	1.46058069229126	0.06361668271355078	0.00931418361524008	0.2973530858402249	-0.24999999999999997	-0.14285714285714285
P28482_WT	Fold 4	5.0	-1.9589332482569728	0.40881331901897894	0.6393851101010868	0.007439121977837348	0.08625034479836789	0.44847524795532223	-1.8545087691633628	1.190237411499023	0.06483697810950736	0.010319436490396683	-0.10816118476983785	-0.05735393346764044	0.0
P28482_WT	Fold 5	5.0	-3.7739226266906183	0.40038010668290935	0.6327559613965793	0.008266550256509337	0.09092057114047039	0.2866534278869629	-2.8437024256004046	1.4147663345336916	0.06457077376672479	0.010445724527156397	-0.9996718822439562	-0.7905694150420948	-0.7559289460184544
P28482_WT	Mean	5.2	-1.2033196083960451	0.3506049650583177	0.5455573030586635	0.0065803068073593055	0.07473170442621799	0.2993778013865153	-0.9227259431484856	1.1691487571716308	0.05425401308778986	0.00843684561238029	0.09840422157622963	-0.10147078669352809	-0.050793650793650794
P28482_WT	SD	0.3651483716701107	1.4740625450767217	0.15972021212591178	0.2101035342747222	0.003013306625539005	0.02880218685145995	0.12146269015482547	1.2150915716540045	0.4782134233972546	0.024609431870356517	0.0038345629151861475	0.5958419093653251	0.4662452628755229	0.4402103683335309
P28482_WT	Test set	9.0	-0.007224890520028504	0.5329363679368577	0.7300249091208174	0.012637980585194936	0.11241877327739765	0.5813995234171548	0.05345660222356663	1.2362272071838376	0.09493985307809538	0.01699698288155381	0.5792464514395973	0.4596785266097243	0.35355339059327373
Q06187_WT	Fold 1	5.0	-1.705429360982432	0.4649806292316085	0.6818948813648688	0.00850019297306823	0.09219649111039005	0.5659369842529298	-1.6647496922626668	1.2171167335510251	0.07382340436230486	0.011743645101750211	-0.3982047236897807	-0.6668859288553503	-0.5270462766947299
Q06187_WT	Fold 2	5.0	0.6488307343752717	0.6767067708321315	0.8226218881309514	0.014642515610299878	0.12100626269040739	0.6865256721496584	0.6721053250746449	1.3670357818603511	0.11806026408663221	0.021125263906586332	0.8361236632018229	0.3	0.19999999999999998
Q06187_WT	Fold 3	5.0	-2.016540984133413	1.162097075193131	1.0780060645437626	0.024254234132262374	0.15573770940996395	0.8422615081787109	-1.451982477330143	2.0864391326904297	0.1874046310536741	0.030439610931063753	-0.5122411890934053	-0.4103913408340617	-0.31622776601683794
Q06187_WT	Fold 4	5.0	-6.637368561230763	0.29202425727567366	0.5403926880294307	0.005488652756290527	0.07408544226965597	0.4025074279785155	-6.3172495965001225	1.0956455192565917	0.04539016169147203	0.007079758487491272	-0.23664634265065634	0.0	0.0
Q06187_WT	Fold 5	4.0	0.7113835577390183	0.1806513807728782	0.42503103507023837	0.0024164237522246385	0.04915713327915531	0.3012209939956665	0.8563442512818836	0.7997740554809569	0.02317338341800701	0.0030170592314255895	0.9929540228339148	0.7999999999999999	0.6666666666666669
Q06187_WT	Mean	4.8	-1.7998249228464633	0.5552920226610846	0.7095893114278504	0.01106040384482913	0.09843660775191454	0.5596905173110962	-1.5811064379472808	1.3132022445678708	0.08957036892241804	0.014681067531663431	0.13639708612037904	0.0045445460621176045	0.004678524791019778
Q06187_WT	SD	0.3651483716701107	2.4413038656696076	0.3164320852569755	0.20771581501423547	0.007061942179690741	0.033796426082314895	0.176769887041092	2.361950123695422	0.39178335731104486	0.05321596605834099	0.009058300027545096	0.5872249959740093	0.473119898518034	0.37905865404778755
Q06187_WT	Test set	14.0	-0.7656415978391711	1.1450690231014977	1.070078979842842	0.02923597667786586	0.1709853112927127	0.92872939654759	-0.5478078589423692	1.9108937454223636	0.2149398753110566	0.0406234659342818	-0.44357277931233213	-0.29074889867841414	-0.21111111111111108
Q16539_WT	Fold 1	5.0	0.6822523712902608	0.20335848237423307	0.45095286047904504	0.0036332732274230806	0.06027663915169027	0.22600259780883789	0.7618688815582857	1.0001177787780762	0.030589224588607068	0.004607789650909045	0.8733304131773705	0.6708203932499368	0.5976143046671968
Q16539_WT	Fold 2	5.0	-0.24616739135746024	0.19938678261719361	0.4465274712906179	0.00355328720418546	0.05960945566087196	0.20919389724731446	-0.02086014620476817	0.997650146484375	0.031511818953664415	0.004986926273974568	0.6125262367980271	0.7071067811865475	0.6324555320336759
Q16539_WT	Fold 3	5.0	-0.7901685906187887	1.0024944107465217	1.0012464285811569	0.015436668822361412	0.12424439151270134	0.6256289482116699	-0.2016084528019877	1.9993128776550293	0.13599143291761956	0.018525494356291538	0.42583604228980887	0.10814761408717503	0.1178511301977579
Q16539_WT	Fold 4	5.0	-0.6029954084037472	0.3847188980168994	0.6202571225039656	0.005339612344600841	0.07307265113981318	0.46657724380493165	-0.33029311391912053	1.0057854652404785	0.05219178649790024	0.007086514432511759	-0.18903182135253188	-0.28867513459481287	-0.25819888974716115
Q16539_WT	Fold 5	4.0	-0.5258730382798769	0.669968126663622	0.8185158072167098	0.01025814272171884	0.10128248970932162	0.7838318996429443	-0.3568396009075192	1.0228047370910645	0.09408659801677866	0.013245391698530673	-0.25353588577802816	-0.316227766016838	-0.18257418583505539
Q16539_WT	Mean	4.8	-0.29659041147392246	0.49198534008369393	0.6674999380142991	0.007644196864057927	0.08369712543487969	0.4622469173431396	-0.029546486455021982	1.2051342010498047	0.06887417219491399	0.009690423282443517	0.29382499702692927	0.1762343775824017	0.1814295782632828
Q16539_WT	SD	0.3651483716701107	0.4744733287821634	0.28069047364317024	0.19670022206944102	0.0041970126725089435	0.02307574588891882	0.2041145716138366	0.37717996902380957	0.36257989661376566	0.03714919861905541	0.004923289404438829	0.40570485305027826	0.40614785086156313	0.34313463992233495
Q16539_WT	Test set	6.0	-9.910839696597545	2.2988230004089645	1.5161869938793713	0.029480353665741667	0.17169843815754895	1.4332780806223548	-0.16063889894298788	2.1890487098693843	0.3043103869434445	0.04040549199975082	-0.7587279461792175	-0.8827348295047495	-0.7877263614433762
P15056_WT	Fold 1	5.0	0.4274975151520932	0.7920353410922576	0.8899636740295963	0.012584243179894261	0.11217951319155499	0.6660045814514163	0.5132840279651498	1.7746435775756844	0.11715742938046673	0.01751717059190714	0.9268672072084669	0.8999999999999998	0.7999999999999999
P15056_WT	Fold 2	5.0	-1.720664805210375	1.4139926186913137	1.189114215999167	0.03229786478837622	0.17971606714029834	1.0784570411682128	0.09735062407515382	1.6956257820129395	0.24061552259899416	0.041398655160236955	0.5279359935007495	0.35909242322980395	0.31622776601683794
P15056_WT	Fold 3	5.0	-5.5206281246552855	1.823906802057828	1.3505209372896918	0.037458179924100686	0.1935411582173174	1.179818366241455	-0.5442073440366675	1.8368834991455074	0.3190670406643864	0.05611566057390745	-0.2541484466646885	-0.09999999999999999	0.0
P15056_WT	Fold 4	4.0	0.3931522640751359	0.27137381163729624	0.5209355158148619	0.006576363307601061	0.08109477978021187	0.4845299482345582	0.5443367225858	0.7991695404052734	0.04927438736812739	0.008986846232775125	0.780893140752625	0.316227766016838	0.18257418583505539
P15056_WT	Fold 5	4.0	-9.003906997440538	1.3330725026765013	1.1545875898676987	0.0287368161829056	0.1695193681645422	0.9712523412704468	-1.9247746340319902	1.8891963958740234	0.21933767972934914	0.03629112062421147	-0.4640852912143877	-0.10540925533894598	-0.18257418583505539
P15056_WT	Mean	4.6	-3.084910029615794	1.1268762152310394	1.0210243866002031	0.023530693476575566	0.14721017729878494	0.8760124556732178	-0.26280212068851083	1.5991037590026855	0.18909041194826476	0.03206189063660762	0.303492520716553	0.2739821867815391	0.22324555320336756
P15056_WT	SD	0.447213595499958	3.348191971180648	0.49241025419410983	0.2651814114883089	0.010841401898633272	0.039368527788025715	0.23794759162703227	0.839129941948994	0.3698464604181577	0.0867818461802273	0.01542536850814189	0.511048166372428	0.33781831560869924	0.3048151848637899
P15056_WT	Test set	21.0	-0.3897960820103312	1.7423576423068983	1.3199839553217676	0.031153036906107594	0.17650222918169503	1.0982233832223076	-0.3229805072972498	2.7682803726196283	0.2743341133803656	0.043704914693728156	0.028428680994965386	-0.12337662337662336	-0.05714285714285715
P49841_WT	Fold 1	7.0	0.38283134763700966	1.0051265854948597	1.0025600159067085	0.017073040854935332	0.1306638467784235	0.8496144599914552	0.4118919148325848	1.8705162696838382	0.15156009324556255	0.02331290956079776	0.7174534754016854	0.7387687194103584	0.5855400437691199
P49841_WT	Fold 2	6.0	-0.3835240326039875	0.5664352227899999	0.7526189094023614	0.012603144064711936	0.11226372550700398	0.5514472675323486	0.3592290010979884	1.294369163513184	0.09602827873869835	0.016350429242847426	0.6105115952312176	0.5797710356524485	0.41403933560541256
P49841_WT	Fold 3	6.0	-0.6851598542078259	1.2818419332610125	1.1321845844477005	0.02881641298795885	0.16975397782661486	0.9844661305745444	-0.6446318328977643	2.2092206497192386	0.2167914049374895	0.0369228032659766	-0.6849854263501298	-0.48571428571428577	-0.3333333333333333
P49841_WT	Fold 4	6.0	0.23318785629098215	0.766831995623405	0.8756894401689477	0.012450237829182467	0.11158063375506731	0.6987812938690184	0.3088469290931899	1.443063747406006	0.10947699946092637	0.015803266441220726	0.6234469904882396	0.48571428571428577	0.3333333333333333
P49841_WT	Fold 5	6.0	-0.594584933884678	2.468427443809318	1.5711229881232462	0.040855096191152296	0.20212643615111878	1.273051518122355	-0.4659708059586656	3.062729949951171	0.3775076997932499	0.05826828856200428	-0.730493629931982	-0.6571428571428573	-0.6
P49841_WT	Mean	6.2	-0.20944992335369994	1.2177326361957188	1.066835187609793	0.022359586385588177	0.1452777240036457	0.8714721340179443	-0.0061269587665333525	1.9759799560546873	0.1902728952351853	0.030131539414569353	0.10718660096780615	0.13227937958398991	0.07991587587490649
P49841_WT	SD	0.3651483716701107	0.39825787669472806	0.611153082968845	0.257545010100657	0.010042454978418628	0.03232606396687672	0.2261081763042579	0.41363795445954726	0.5766486968550261	0.09369170093552434	0.014603139127894078	0.6084859883041241	0.531992790150528	0.42122345622081814
P49841_WT	Test set	8.0	-4.055918362491995	2.010622446640728	1.4179641908880238	0.033238827009854914	0.18231518590028345	1.109407371044159	-0.9609827365264185	2.3457424736022947	0.31181475971465256	0.04867728390979292	-0.4186786190848545	-0.4285714285714286	-0.2857142857142857
Q12852_WT	Fold 1	6.0	-0.5715627925462834	2.0261366754724652	1.4234242780957704	0.03674876472687437	0.19169967325708817	1.2623836345672605	-0.5617074628513863	2.1752023887634273	0.31558574213242235	0.049534884978991535	-0.3828065605494037	-0.48571428571428577	-0.3333333333333333
Q12852_WT	Fold 2	5.0	0.11814177464555453	1.2767982904821182	1.1299549948923269	0.02611417027843118	0.16159879417381548	0.9260852821350098	0.12098706893129085	1.8182744064331056	0.21114962869745887	0.03539058794242962	0.34912615958201576	0.49999999999999994	0.19999999999999998
Q12852_WT	Fold 3	5.0	-3.4516800642206285	1.666832950817191	1.2910588487041135	0.03256476246596021	0.18045709314393882	0.9277939216613769	-2.6692421493237695	2.628030300140381	0.2549545604741471	0.03941149801825592	-0.43941243965486854	-0.3	-0.19999999999999998
Q12852_WT	Fold 4	5.0	-11.45222593759012	3.210330284887759	1.7917394578698542	0.05711992144086273	0.2389977435894798	1.585223984527588	-8.072736821243739	2.7060842514038086	0.4754765568426613	0.07212742401758607	-0.3941245656347058	-0.3	-0.19999999999999998
Q12852_WT	Fold 5	5.0	-0.4536564304515194	2.7234517208516977	1.6502883750580375	0.041737199086368665	0.20429684061768716	1.1655180290222167	-0.047279499542034475	3.451045185089111	0.4123248662822686	0.06325119551992157	0.1382085309819157	0.49999999999999994	0.39999999999999997
Q12852_WT	Mean	5.2	-3.1621966900325993	2.180709984502246	1.4572931909240208	0.03885696359969943	0.1954100289564019	1.1734009703826902	-2.2459957728059274	2.5557273063659665	0.3338982708857916	0.051943118095436946	-0.1458017750550093	-0.017142857142857182	-0.026666666666666672
Q12852_WT	SD	0.3651483716701107	3.9500333399587504	0.6402740844801383	0.21795745033670497	0.009558996327981175	0.0236622798098156	0.223258490806913	2.8108076204544554	0.5030018274199693	0.08928403104880867	0.012728617125498555	0.2971133940250652	0.39039488119762294	0.254150728097703
Q12852_WT	Test set	47.0	-0.22562326860598336	0.8178012284030771	0.9043236303465022	0.01564409564404917	0.12507635925325444	0.7616471840067113	-0.14378623681079472	1.8291101875305174	0.13232492230457651	0.02157642815552347	0.08393495074880478	0.12484098531282525	0.06580166821130676
P53779_WT	Fold 1	2.0	-58.83889557555829	1.8012853943393445	1.3421197391959276	0.03447153028917844	0.18566510250765608	1.3417869148254393	0.9703254892051645	1.3716745300292965	0.2996786758735013	0.0500206213259804	1.0	0.9999999999999999	1.0
P53779_WT	Fold 2	2.0	-8.42822048675452	1.361435038287352	1.1668054843406213	0.025189682006010575	0.1587125767102613	1.1135495948791503	-7.587207065481444	1.462035373687744	0.20911733327974957	0.0322691676295388	-1.0	-0.9999999999999999	-1.0
P53779_WT	Fold 3	2.0	-7.046308804472103	4.764462843969265	2.1827649538988996	0.08630198297826679	0.29377199148024097	1.7372131519317628	-1.9496100034149166	3.0587854385375977	0.684836117023262	0.0996262368004539	-1.0	-0.9999999999999999	-1.0
P53779_WT	Fold 4	2.0	-4.956550333722823	5.257610206701368	2.292947929348019	0.08792008897014406	0.2965132188792669	2.1121982612609864	0.09792163878747961	3.004514747619629	0.8336214036721161	0.13362010888064857	1.0	0.9999999999999999	1.0
P53779_WT	Fold 5	2.0	-0.4154915501725256	3.1362087281647417	1.7709344223219396	0.048542370864994196	0.22032333254785838	1.4337309608459474	0.07223571597306222	2.4732617492675786	0.4708957961667908	0.07123470642641005	1.0	0.9999999999999999	1.0
P53779_WT	Mean	2.0	-15.937093350136053	3.2642004422924145	1.7511145058210815	0.056485131021718815	0.23099724442505676	1.5476957767486572	-1.679266844986131	2.274054367828369	0.49962986520308394	0.07735416821260635	0.2	0.19999999999999998	0.2
P53779_WT	SD	0.0	19.73780764200616	1.4143012563228041	0.4059951044403164	0.023819783189020668	0.05103433558031792	0.31581883953489615	2.8349997865245333	0.6661735283333394	0.21254621439598873	0.03286114472030438	0.894427190999916	0.8944271909999159	0.894427190999916
P53779_WT	Test set	25.0	-2.4808503592122335	2.2047605926759943	1.4848436256643305	0.03557561877095479	0.18861500144727297	1.218298579864502	-0.6156625383648422	3.2468713378906253	0.3040455027204072	0.042309060615146346	0.1508393153395173	0.2322583847005955	0.09623413771115352
Q9BZL6_WT	Fold 1	9.0	-0.8897589439173927	1.3748466657002854	1.1725385561678923	0.027201061558492928	0.1649274433152134	0.9254443702697756	-0.6279007287093699	2.2927794456481934	0.21702663022866078	0.03447450314425193	-0.36677314749340567	-0.26666666666666666	-0.2222222222222222
Q9BZL6_WT	Fold 2	9.0	0.26810209112166383	0.6797014077483827	0.8244400570983816	0.011881903918745322	0.10900414633740003	0.6744934556749131	0.42447720515064646	1.5709791755676266	0.10528709350019581	0.016430442317496425	0.6623512631826254	0.38333333333333336	0.3888888888888889
Q9BZL6_WT	Fold 3	8.0	-0.11827912527224083	0.8150545079290767	0.9028036929084178	0.014017058295184336	0.1183936581713072	0.7741406898498536	-0.051704261240771654	1.678466670989991	0.12422147777188197	0.019052996782108422	0.1775355934045937	0.30952380952380953	0.2857142857142857
Q9BZL6_WT	Fold 4	8.0	-0.17594143234771265	0.9859624898560513	0.9929564390526159	0.015643135249542535	0.12507251996159083	0.8038743066787719	-0.0914129416572047	2.1236404304504397	0.14401764861304867	0.021168011793563313	0.1729782374315066	0.5476190476190477	0.42857142857142855
Q9BZL6_WT	Fold 5	8.0	0.16827887776761996	0.8480486265872813	0.9208955568289389	0.012518795902395382	0.11188742513077768	0.6156081290245057	0.38358566561193963	2.365923999786377	0.12212176512343675	0.01778257463536126	0.7179734912243667	0.5714285714285715	0.3571428571428571
Q9BZL6_WT	Mean	8.4	-0.1495197065296125	0.9407227395642155	0.9627268604112494	0.0162523909848721	0.12585703858325784	0.758712190299564	0.007408987831047975	2.0063579444885256	0.1425349230474448	0.02178170573455627	0.2728130875499374	0.3090476190476191	0.24761904761904763
Q9BZL6_WT	SD	0.447213595499958	0.37081714184931197	0.21718784096243318	0.10754739965442543	0.005136181810602196	0.018538177362865053	0.09802112255957424	0.34936451277013686	0.2949993123229245	0.03580198554584034	0.0059659959854616775	0.36009793240185084	0.277706566835922	0.21866963784399335
