target	index	A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q9Y345_WT	SD	-		0.4472135954999579	0.031166826935721766	0.22360679774997896	0.0	0.4472135954999579	0.031166826935721766	0.4472135954999579	0.01626961642742504	0.09746794344808965	0.09746794344808965
Q9Y345_WT	Test set	17:21		-0.2120696700934506	0.5	0.4523809523809524	0.9047619047619048	0.0	0.5277777777777778	0.0	0.6666666666666666	0.6022408963585434	0.39775910364145656
P31652_WT	Fold 1	225:102		0.6424101432049363	0.8501529051987767	0.810718954248366	0.7058823529411765	0.9155555555555556	0.7912087912087912	0.8728813559322034	0.7461139896373057	0.06814814814814815	0.9318518518518519
P31652_WT	Fold 2	224:103		0.6651343709568842	0.8593272171253823	0.8186546463245492	0.7087378640776699	0.9285714285714286	0.8202247191011236	0.8739495798319328	0.7604166666666665	0.07853675450762829	0.9214632454923718
P31652_WT	Fold 3	224:102		0.6224397499663763	0.843558282208589	0.790047268907563	0.6470588235294118	0.9330357142857143	0.8148148148148148	0.8530612244897959	0.7213114754098361	0.07602415966386554	0.9239758403361344
P31652_WT	Fold 4	224:102		0.7289040616246498	0.8834355828220859	0.8644520308123249	0.8137254901960784	0.9151785714285714	0.8137254901960784	0.9151785714285714	0.8137254901960784	0.04897584033613445	0.9510241596638656
P31652_WT	Fold 5	224:102		0.729573544323273	0.8865030674846626	0.8479954481792717	0.7450980392156863	0.9508928571428571	0.8735632183908046	0.891213389121339	0.8042328042328043	0.06757703081232493	0.9324229691876751
P31652_WT	Mean	-		0.6776923740152239	0.8645954109678993	0.8263736696944151	0.7241005139920047	0.9286468253968254	0.8227074067423226	0.8812568241607686	0.7691600852285382	0.06785238669362027	0.9321476133063797
P31652_WT	SD	-		0.04035196091142949	0.01588394427947626	0.024295828592176282	0.04996142995501335	0.01202032424559943	0.02492524800631122	0.019010322862633985	0.03191976997098552	0.009464150667544528	0.009464150667544515
P31652_WT	Test set	227:195		0.3712868030363478	0.6872037914691943	0.6756353778380211	0.5230769230769231	0.8281938325991189	0.723404255319149	0.6690391459074733	0.6071428571428572	0.2406641816333446	0.7593358183666553
P48067_WT	Fold 1	59:36		0.3550398411778579	0.6947368421052632	0.678436911487759	0.6111111111111112	0.7457627118644068	0.5945945945945946	0.7586206896551724	0.6027397260273972	0.21845574387947267	0.7815442561205274
P48067_WT	Fold 2	58:36		0.4962326009822333	0.7659574468085106	0.7418582375478927	0.6388888888888888	0.8448275862068966	0.71875	0.7903225806451613	0.676470588235294	0.1910919540229885	0.8089080459770116
P48067_WT	Fold 3	58:36		0.6831817953109275	0.851063829787234	0.821360153256705	0.6944444444444444	0.9482758620689655	0.8928571428571429	0.8333333333333334	0.78125	0.1024904214559387	0.8975095785440613
P48067_WT	Fold 4	58:36		0.6576301354320508	0.8404255319148937	0.8180076628352491	0.7222222222222222	0.9137931034482759	0.8387096774193549	0.8412698412698413	0.7761194029850746	0.14798850574712644	0.8520114942528735
P48067_WT	Fold 5	58:36		0.4962326009822333	0.7659574468085106	0.7418582375478927	0.6388888888888888	0.8448275862068966	0.71875	0.7903225806451613	0.676470588235294	0.20306513409961685	0.7969348659003832
P48067_WT	Mean	-		0.5376633947770606	0.7836282194848824	0.7603042405350997	0.6611111111111111	0.8594973699590882	0.7527322829742185	0.802773805109734	0.702610061096612	0.1726183518410286	0.8273816481589714
P48067_WT	SD	-		0.10981196613260966	0.052121149933798204	0.04905826305046431	0.03726779962499649	0.0635027885201622	0.09517020569407433	0.027914730731782255	0.06181759626160375	0.03850087223053208	0.03850087223053206
P48067_WT	Test set	158:48		0.15585677635050943	0.7524271844660194	0.5557753164556962	0.1875	0.9240506329113924	0.42857142857142855	0.7891891891891892	0.26086956521739124	0.47362869198312235	0.5263713080168777
P28572_WT	Fold 1	3:6		0.0	0.5555555555555556	0.5	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.5555555555555556	0.4444444444444445
P28572_WT	Fold 2	3:6		0.5	0.7777777777777778	0.75	0.8333333333333334	0.6666666666666666	0.8333333333333334	0.6666666666666666	0.8333333333333334	0.27777777777777785	0.7222222222222223
P28572_WT	Fold 3	3:6		0.15811388300841897	0.5555555555555556	0.5833333333333333	0.5	0.6666666666666666	0.75	0.4	0.6	0.22222222222222224	0.7777777777777779
P28572_WT	Fold 4	3:6		0.7559289460184544	0.8888888888888888	0.8333333333333333	1.0	0.6666666666666666	0.8571428571428571	1.0	0.923076923076923	0.05555555555555556	0.9444444444444445
P28572_WT	Fold 5	3:6		0.5	0.7777777777777778	0.6666666666666666	1.0	0.3333333333333333	0.75	1.0	0.8571428571428571	0.2777777777777778	0.7222222222222222
P28572_WT	Mean	-		0.3828085658053747	0.711111111111111	0.6666666666666666	0.8	0.5333333333333333	0.7714285714285715	0.6799999999999999	0.776043956043956	0.27777777777777785	0.7222222222222223
P28572_WT	SD	-		0.2462101342209983	0.12171612389003689	0.1075828707279838	0.17743021580745905	0.14907119849998596	0.06201150747815098	0.259343901527025	0.11137972870268416	0.1469861839480328	0.1469861839480328
P28572_WT	Test set	32:25		0.011180339887498949	0.5087719298245614	0.505625	0.48	0.53125	0.4444444444444444	0.5666666666666667	0.4615384615384615	0.4875	0.5125
Q9WTR4_WT	Fold 1	45:36		0.5730698830937558	0.7901234567901234	0.7833333333333333	0.7222222222222222	0.8444444444444444	0.7878787878787878	0.7916666666666666	0.7536231884057971	0.19382716049382717	0.8061728395061728
Q9WTR4_WT	Fold 2	45:36		0.5531704547601796	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.7368421052631579	0.813953488372093	0.7567567567567567	0.12222222222222223	0.8777777777777778
Q9WTR4_WT	Fold 3	44:37		0.4766024309105831	0.7407407407407407	0.7377149877149878	0.7027027027027027	0.7727272727272727	0.7222222222222222	0.7555555555555555	0.7123287671232876	0.15663390663390664	0.8433660933660934
Q9WTR4_WT	Fold 4	44:36		0.44114940169152966	0.725	0.7146464646464648	0.6111111111111112	0.8181818181818182	0.7333333333333333	0.72	0.6666666666666666	0.22032828282828282	0.7796717171717172
Q9WTR4_WT	Fold 5	44:36		0.5180510302318283	0.7625	0.7563131313131313	0.6944444444444444	0.8181818181818182	0.7575757575757576	0.7659574468085106	0.7246376811594203	0.16287878787878787	0.8371212121212122
Q9WTR4_WT	Mean	-		0.5124086401375754	0.7592283950617282	0.7539571389571391	0.7016516516516516	0.8062626262626263	0.7475704412546518	0.7694266314805651	0.7228026120223857	0.17117807201140534	0.8288219279885946
Q9WTR4_WT	SD	-		0.044221247113066915	0.021689721943868645	0.02325607777752441	0.04910698096669909	0.02475881001996531	0.021154959251054137	0.029225257452072263	0.02990848580792372	0.030566350029215355	0.030566350029215344
Q9WTR4_WT	Test set	23:12		0.51604684654214	0.7714285714285715	0.7663043478260869	0.75	0.782608695652174	0.6428571428571429	0.8571428571428571	0.6923076923076924	0.2101449275362319	0.7898550724637681
P23977_WT	Fold 1	120:79		0.6857540214331289	0.8492462311557789	0.8231012658227848	0.6962025316455697	0.95	0.9016393442622951	0.8260869565217391	0.7857142857142858	0.0910337552742616	0.9089662447257384
P23977_WT	Fold 2	120:79		0.6406045053688723	0.8291457286432161	0.817246835443038	0.759493670886076	0.875	0.8	0.8467741935483871	0.7792207792207794	0.10369198312236289	0.8963080168776372
P23977_WT	Fold 3	120:79		0.6108483179599825	0.8140703517587939	0.804746835443038	0.759493670886076	0.85	0.7692307692307693	0.8429752066115702	0.764331210191083	0.12478902953586497	0.875210970464135
P23977_WT	Fold 4	120:78		0.6041211270102932	0.8131313131313131	0.796474358974359	0.717948717948718	0.875	0.7887323943661971	0.8267716535433071	0.7516778523489933	0.0891025641025641	0.9108974358974359
P23977_WT	Fold 5	119:79		0.6919302395109123	0.8535353535353535	0.8398574619721306	0.7721518987341772	0.907563025210084	0.8472222222222222	0.8571428571428571	0.8079470198675496	0.0922242314647378	0.9077757685352622
P23977_WT	Mean	-		0.6466516422566377	0.8318257956448912	0.8162853515310701	0.7410580980201235	0.8915126050420168	0.8213649460162967	0.839950173473572	0.7777782294685383	0.10016831269995827	0.8998316873000418
P23977_WT	SD	-		0.033432613939403714	0.01552792484721543	0.013715188108968612	0.02643429092014025	0.031482852434471825	0.04349692418460372	0.010932890888091965	0.017498904088987768	0.012162752627150185	0.012162752627150192
P23977_WT	Test set	112:140		0.4176895050766367	0.7103174603174603	0.7098214285714286	0.7142857142857143	0.7053571428571429	0.7518796992481203	0.6638655462184874	0.7326007326007327	0.2096938775510204	0.7903061224489796
Q01959_WT	Fold 1	113:140		0.7196225792856409	0.8616600790513834	0.8587863463969658	0.8857142857142857	0.831858407079646	0.8671328671328671	0.8545454545454545	0.8763250883392225	0.0685840707964602	0.9314159292035398
Q01959_WT	Fold 2	112:140		0.6395437321544071	0.8214285714285714	0.8205357142857144	0.8285714285714286	0.8125	0.8467153284671532	0.7913043478260869	0.8375451263537906	0.09528061224489798	0.904719387755102
Q01959_WT	Fold 3	112:140		0.6857355438881694	0.8452380952380952	0.8401785714285714	0.8857142857142857	0.7946428571428571	0.8435374149659864	0.8476190476190476	0.8641114982578397	0.10159438775510203	0.898405612244898
Q01959_WT	Fold 4	112:140		0.6779076806833005	0.8412698412698413	0.8348214285714286	0.8928571428571429	0.7767857142857143	0.8333333333333334	0.8529411764705882	0.8620689655172413	0.0846938775510204	0.9153061224489796
Q01959_WT	Fold 5	112:140		0.6303571428571428	0.8174603174603174	0.8151785714285714	0.8357142857142857	0.7946428571428571	0.8357142857142857	0.7946428571428571	0.8357142857142857	0.09827806122448979	0.9017219387755102
Q01959_WT	Mean	-		0.6706333357737322	0.8374113808896417	0.8339001264222503	0.8657142857142857	0.802085967130215	0.8452866459227252	0.8282105767208069	0.855152992836476	0.08968620191439407	0.910313798085606
Q01959_WT	SD	-		0.02963577211390906	0.014819129904546313	0.014075367059239468	0.02522011938450543	0.01705751460851842	0.010930615152977803	0.026364997710108605	0.014515758231071268	0.010932715457401028	0.010932715457401014
Q01959_WT	Test set	265:195		0.33985978550831475	0.6695652173913044	0.6718916303821965	0.6871794871794872	0.6566037735849056	0.5955555555555555	0.7404255319148936	0.638095238095238	0.2913401064344461	0.7086598935655539
P31645_WT	Fold 1	348:146		0.6070369519317422	0.840080971659919	0.7950519603212092	0.684931506849315	0.9051724137931034	0.7518796992481203	0.8725761772853186	0.7168458781362008	0.11427334278066445	0.8857266572193355
P31645_WT	Fold 2	347:147		0.6475974778332614	0.8562753036437247	0.8133956752729911	0.7074829931972789	0.9193083573487032	0.7878787878787878	0.8812154696132597	0.7455197132616487	0.09682605030484817	0.9031739496951519
P31645_WT	Fold 3	347:147		0.6153539080253556	0.8461538461538461	0.7826658040737909	0.6258503401360545	0.9394812680115274	0.8141592920353983	0.8556430446194225	0.7076923076923076	0.09296398674743672	0.9070360132525632
P31645_WT	Fold 4	347:146		0.6928924073702817	0.8762677484787018	0.8228356559156764	0.6917808219178082	0.9538904899135446	0.8632478632478633	0.8803191489361702	0.7680608365019013	0.06093324385140737	0.9390667561485927
P31645_WT	Fold 5	347:146		0.6448542325876809	0.8559837728194726	0.8104101693577039	0.6986301369863014	0.9221902017291066	0.7906976744186046	0.8791208791208791	0.7418181818181818	0.09188346295053491	0.908116537049465
P31645_WT	Mean	-		0.6415469955496643	0.8549523285511329	0.8048718529882743	0.6817351598173516	0.9280085461591971	0.8015726633657548	0.87377494391501	0.735987383482048	0.09137601732697832	0.9086239826730218
P31645_WT	SD	-		0.02757087355732956	0.011222981001380831	0.013010032094176237	0.02640276566793784	0.01545171898684904	0.03350977915727297	0.008727064022801243	0.019666292862546588	0.01572435466199909	0.015724354661999118
P31645_WT	Test set	511:251		0.10382987865197017	0.6679790026246719	0.531490476450363	0.13147410358565736	0.9315068493150684	0.4852941176470588	0.6858789625360231	0.20689655172413793	0.42401041626059366	0.5759895837394063
P23975_WT	Fold 1	221:124		0.6152392803986733	0.8260869565217391	0.7987702525178806	0.7016129032258065	0.8959276018099548	0.7909090909090909	0.8425531914893617	0.7435897435897435	0.10947306962487227	0.8905269303751276
P23975_WT	Fold 2	220:124		0.6344389205824466	0.8343023255813954	0.8088709677419355	0.717741935483871	0.9	0.8018018018018018	0.8497854077253219	0.7574468085106383	0.09046920821114368	0.9095307917888563
P23975_WT	Fold 3	220:124		0.6208578050747768	0.8284883720930233	0.8008064516129032	0.7016129032258065	0.9	0.7981651376146789	0.8425531914893617	0.7467811158798283	0.11975806451612903	0.8802419354838711
P23975_WT	Fold 4	220:124		0.5460497929898064	0.7965116279069767	0.7582111436950147	0.6209677419354839	0.8954545454545455	0.77	0.8073770491803278	0.6874999999999999	0.1285190615835777	0.8714809384164223
P23975_WT	Fold 5	220:124		0.6388242307784815	0.8343023255813954	0.8176686217008797	0.7580645161290323	0.8772727272727273	0.7768595041322314	0.8654708520179372	0.7673469387755103	0.10230938416422286	0.8976906158357771
P23975_WT	Mean	-		0.6110820059648369	0.8239383215369059	0.7968654874537228	0.7	0.8937309749074455	0.7875471068915606	0.8415479383804622	0.7405329213511441	0.11010575761998911	0.8898942423800109
P23975_WT	SD	-		0.030706173107512016	0.01286058756757547	0.01866467059860174	0.04069718466188293	0.007716552896290776	0.011175625657059391	0.01736774997165413	0.025383544385361285	0.012103681238365367	0.012103681238365359
P23975_WT	Test set	254:217		0.15161144577341223	0.583864118895966	0.5725534308211473	0.42857142857142855	0.7165354330708661	0.5636363636363636	0.5947712418300654	0.4869109947643979	0.34672883631481544	0.6532711636851845
