target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q9NYY3_WT	Fold 4	8:8		0.2581988897471611	0.625	0.625	0.5	0.75	0.6666666666666666	0.6	0.5714285714285715	0.25	0.75
Q9NYY3_WT	Fold 5	9:7		0.32277655457716287	0.625	0.6507936507936507	0.8571428571428571	0.4444444444444444	0.5454545454545454	0.8	0.6666666666666665	0.3968253968253968	0.6031746031746031
Q9NYY3_WT	Mean	-		0.412647950589711	0.6919117647058823	0.6968253968253968	0.7214285714285714	0.6722222222222222	0.6795454545454545	0.7533333333333333	0.6838972431077694	0.2040178571428571	0.7959821428571429
Q9NYY3_WT	SD	-		0.14476491338171554	0.06938049727796339	0.06593703063455565	0.16515041587578752	0.12994340331792	0.08855322873248073	0.12707536404885153	0.0840319551402771	0.12283085538239817	0.12283085538239819
Q9NYY3_WT	Test set	19:17		0.4976726017934395	0.75	0.7476780185758514	0.7058823529411765	0.7894736842105263	0.75	0.75	0.7272727272727272	0.19195046439628485	0.8080495356037152
Q8IY84_WT		1:20	Number of points 21 < 30										
Q8IVW4_WT		1:13	Number of points 14 < 30										
Q6ZN16_WT		2:13	Number of points 15 < 30										
P0C264_WT		6:14	Number of points 20 < 30										
O95747_WT		2:16	Number of points 18 < 30										
O43283_WT		12:16	Number of points 28 < 30										
Q13523_WT		4:16	Number of points 20 < 30										
Q9BVS4_WT		2:8	Not enough data in minority class of the training set for all 5 folds										
Q9BVS4_WT	Fold 1	2:3		-0.4082482904638631	0.4	0.3333333333333333	0.6666666666666666	0.0	0.5	0.0	0.5714285714285715	0.6666666666666666	0.3333333333333333
Q9BVS4_WT	Fold 2	1:4		0.6123724356957946	0.8	0.875	0.75	1.0	1.0	0.5	0.8571428571428571	0.0	1.0
Q9BVS4_WT	Fold 3	1:4		-0.25	0.6	0.375	0.75	0.0	0.75	0.0	0.75	0.25	0.75
Q9BVS4_WT	Fold 4	1:3		0.5773502691896258	0.75	0.8333333333333333	0.6666666666666666	1.0	1.0	0.5	0.8	0.3333333333333333	0.6666666666666666
Q9BVS4_WT	Fold 5	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	1.0	0.0
Q9BVS4_WT	Mean	-		0.10629488288431146	0.66	0.5833333333333333	0.7666666666666666	0.4	0.8	0.2	0.7671428571428571	0.45	0.5499999999999999
Q9BVS4_WT	SD	-		0.3831898983887434	0.13354150416006755	0.20833333333333334	0.1118033988749895	0.4472135954999579	0.17078251276599332	0.22360679774997896	0.09650349822710066	0.31768841012212884	0.31768841012212884
Q9BVS4_WT	Test set	2:8		0.6666666666666666	0.9	0.75	1.0	0.5	0.8888888888888888	1.0	0.9411764705882353	0.5	0.5
P57058_WT		2:19	Number of points 21 < 30										
P07949_V804M		18:4	Not enough data in minority class of the training set for all 5 folds										
P07949_V804L		17:4	Not enough data in minority class of the training set for all 5 folds										
P0C1S8_WT		8:14	Number of points 22 < 30										
Q96S53_WT		3:10	Number of points 13 < 30										
Q9H422_WT		4:8	Not enough data in minority class of the training set for all 5 folds										
Q9H422_WT	Fold 1	3:3		0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.4444444444444444	0.5555555555555556
Q9H422_WT	Fold 2	2:4		0.5	0.6666666666666666	0.75	0.5	1.0	1.0	0.5	0.6666666666666666	0.125	0.875
Q9H422_WT	Fold 3	2:3		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9H422_WT	Fold 4	2:3		0.16666666666666666	0.6	0.5833333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666666	0.16666666666666666	0.8333333333333333
Q9H422_WT	Fold 5	2:3		0.0	0.6	0.5	1.0	0.0	0.6	0.0	0.7499999999999999	0.0	1.0
Q9H422_WT	Mean	-		0.4	0.7066666666666667	0.7	0.7666666666666666	0.6333333333333333	0.7866666666666666	0.5333333333333333	0.7499999999999999	0.1472222222222222	0.8527777777777776
Q9H422_WT	SD	-		0.313286048441593	0.13662601021279466	0.15664302422079648	0.18257418583505536	0.3388433484883757	0.16055459438389727	0.2950204010522612	0.11785113019775793	0.14863923236876914	0.14863923236876916
Q9H422_WT	Test set	4:8		-0.3535533905932738	0.3333333333333333	0.3125	0.375	0.25	0.5	0.16666666666666666	0.42857142857142855	0.546875	0.453125
Q8WU08_WT		2:11	Number of points 13 < 30										
Q8TDR2_WT		3:6	Not enough data in minority class of the training set for all 5 folds										
Q8TDR2_WT	Fold 1	2:3		0.0	0.6	0.5	1.0	0.0	0.6	0.0	0.7499999999999999	0.41666666666666663	0.5833333333333333
Q8TDR2_WT	Fold 2	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.6666666666666666	0.3333333333333333
Q8TDR2_WT	Fold 3	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.3333333333333333	0.6666666666666666
Q8TDR2_WT	Fold 4	1:3		-0.3333333333333333	0.5	0.3333333333333333	0.6666666666666666	0.0	0.6666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.6666666666666666
Q8TDR2_WT	Fold 5	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.3333333333333333	0.6666666666666666
Q8TDR2_WT	Mean	-		-0.06666666666666667	0.67	0.4666666666666666	0.9333333333333332	0.0	0.7033333333333334	0.0	0.7976190476190476	0.41666666666666663	0.5833333333333333
Q8TDR2_WT	SD	-		0.12171612389003691	0.0939858145324779	0.06085806194501847	0.12171612389003694	0.0	0.05561108336107645	0.0	0.07076410515923416	0.11785113019775792	0.11785113019775792
Q8TDR2_WT	Test set	3:6		-0.3779644730092272	0.4444444444444444	0.3333333333333333	0.6666666666666666	0.0	0.5714285714285714	0.0	0.6153846153846153	0.5555555555555556	0.4444444444444445
P10721_D816H		5:8	Not enough data in minority class of the training set for all 5 folds										
P10721_D816H	Fold 1	2:4		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P10721_D816H	Fold 2	3:3		0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.22222222222222224	0.7777777777777778
P10721_D816H	Fold 3	3:3		0.4472135954999579	0.6666666666666666	0.6666666666666666	0.3333333333333333	1.0	1.0	0.6	0.5	0.4444444444444445	0.5555555555555556
P10721_D816H	Fold 4	3:3		0.0	0.5	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.11111111111111112	0.888888888888889
P10721_D816H	Fold 5	2:3		0.16666666666666666	0.6	0.5833333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666666	0.16666666666666666	0.8333333333333333
P10721_D816H	Mean	-		0.38944271909999156	0.6866666666666666	0.6833333333333332	0.7333333333333333	0.6333333333333333	0.7666666666666666	0.5533333333333333	0.7	0.1888888888888889	0.8111111111111111
P10721_D816H	SD	-		0.3110628906370634	0.1534781924429512	0.15515822270854382	0.2277100170213244	0.3388433484883757	0.18257418583505536	0.295396782750353	0.14907119849998596	0.1345622379598885	0.1345622379598885
P10721_D816H	Test set	5:8		0.15811388300841897	0.6153846153846154	0.575	0.75	0.4	0.6666666666666666	0.5	0.7058823529411765	0.4	0.6
P10721_A829P		9:5	Not enough data in minority class of the training set for all 5 folds										
P10721_A829P	Fold 1	3:3		-0.4472135954999579	0.3333333333333333	0.3333333333333333	0.0	0.6666666666666666	0.0	0.4	0.0	0.888888888888889	0.11111111111111112
P10721_A829P	Fold 2	4:2		-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P10721_A829P	Fold 3	4:2		-0.5	0.3333333333333333	0.25	0.0	0.5	0.0	0.5	0.0	0.5	0.5
P10721_A829P	Fold 4	4:2		0.25	0.6666666666666666	0.625	0.5	0.75	0.5	0.75	0.5	0.375	0.625
P10721_A829P	Fold 5	4:2		0.25	0.6666666666666666	0.625	0.5	0.75	0.5	0.75	0.5	0.625	0.375
P10721_A829P	Mean	-		-0.2894427190999916	0.4	0.36666666666666664	0.2	0.5333333333333333	0.2	0.48	0.2	0.6777777777777778	0.32222222222222224
P10721_A829P	SD	-		0.4389598618324947	0.2277100170213244	0.2170402761735284	0.223606797749979	0.25730080393132027	0.223606797749979	0.25265259415516267	0.223606797749979	0.21387686353881674	0.21387686353881674
P10721_A829P	Test set	9:5		0.7006490497453707	0.8571428571428571	0.8	0.6	1.0	1.0	0.8181818181818182	0.7499999999999999	0.2	0.8
O75909_WT		3:10	Number of points 13 < 30										
O60307_WT		2:5	Number of points 7 < 30										
Q9NYV4_WT		6:12	Number of points 18 < 30										
P20794_WT		4:12	Number of points 16 < 30										
P51956_WT		2:16	Number of points 18 < 30										
O95382_WT		1:17	Number of points 18 < 30										
Q9H4A3_WT		5:7	Number of points 12 < 30										
O14733_WT		4:20	Not enough data in minority class of the training set for all 5 folds										
P10398_WT		17:7	Number of points 24 < 30										
O76039_WT		11:14	Number of points 25 < 30										
Q15208_WT		3:13	Number of points 16 < 30										
Q9UGJ0_WT		8:15	Number of points 23 < 30										
O43741_WT		5:14	Number of points 19 < 30										
Q92772_WT		8:21	Number of points 29 < 30										
Q96Q40_WT		5:17	Number of points 22 < 30										
Q9UPZ9_WT		3:8	Not enough data in minority class of the training set for all 5 folds										
Q9UPZ9_WT	Fold 1	2:3		-0.6666666666666666	0.2	0.16666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	0.8333333333333333	0.16666666666666666
Q9UPZ9_WT	Fold 2	2:3		-0.6666666666666666	0.2	0.16666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	0.8333333333333333	0.16666666666666666
Q9UPZ9_WT	Fold 3	2:3		0.16666666666666666	0.6	0.5833333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666666	0.5	0.5
Q9UPZ9_WT	Fold 4	2:3		0.6123724356957946	0.8	0.75	1.0	0.5	0.75	1.0	0.8571428571428571	0.5	0.5
Q9UPZ9_WT	Fold 5	2:2		-0.5773502691896258	0.25	0.25	0.5	0.0	0.3333333333333333	0.0	0.4	0.75	0.25
Q9UPZ9_WT	Mean	-		-0.22632890003209954	0.41	0.3833333333333333	0.5666666666666667	0.2	0.4833333333333333	0.3	0.518095238095238	0.6833333333333333	0.31666666666666665
Q9UPZ9_WT	SD	-		0.47764633796902134	0.22435091560618453	0.2183693778559283	0.2277100170213244	0.22360679774997896	0.16942167424418786	0.3651483716701107	0.19115751163760206	0.13944333775567924	0.13944333775567927
Q9UPZ9_WT	Test set	3:8		0.03857583749052298	0.45454545454545453	0.5208333333333333	0.375	0.6666666666666666	0.75	0.2857142857142857	0.5	0.375	0.625
Q8WTQ7_WT		3:38	Not enough data in minority class of the training set for all 5 folds										
P36888_R834Q		6:5	Not enough data in minority class of the training set for all 5 folds										
P36888_R834Q	Fold 1	3:2		0.6666666666666666	0.8	0.8333333333333333	1.0	0.6666666666666666	0.6666666666666666	1.0	0.8	0.16666666666666669	0.8333333333333334
P36888_R834Q	Fold 2	3:2		0.0	0.6	0.5	0.0	1.0	0.0	0.6	0.0	0.33333333333333337	0.6666666666666667
P36888_R834Q	Fold 3	3:2		0.16666666666666666	0.6	0.5833333333333333	0.5	0.6666666666666666	0.5	0.6666666666666666	0.5	0.33333333333333337	0.6666666666666667
P36888_R834Q	Fold 4	2:2		0.5773502691896258	0.75	0.75	0.5	1.0	1.0	0.6666666666666666	0.6666666666666666	0.25	0.75
P36888_R834Q	Fold 5	2:2		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P36888_R834Q	Mean	-		0.48213672050459183	0.75	0.7333333333333333	0.6	0.8666666666666666	0.6333333333333333	0.7866666666666666	0.5933333333333334	0.2166666666666667	0.7833333333333334
P36888_R834Q	SD	-		0.3274335732279503	0.13540064007726602	0.16244657241348273	0.34156502553198664	0.14907119849998599	0.3388433484883757	0.16055459438389727	0.3093601520941307	0.11385500851066221	0.11385500851066219
P36888_R834Q	Test set	6:5		-0.26666666666666666	0.36363636363636365	0.3666666666666667	0.4	0.3333333333333333	0.3333333333333333	0.4	0.3636363636363636	0.49999999999999994	0.5
Q8TF76_WT		7:3	Not enough data in minority class of the training set for all 5 folds										
Q8TF76_WT	Fold 1	2:3		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q8TF76_WT	Fold 2	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.6666666666666666	0.3333333333333333
Q8TF76_WT	Fold 3	2:2		0.5773502691896258	0.75	0.75	0.5	1.0	1.0	0.6666666666666666	0.6666666666666666	0.0	1.0
Q8TF76_WT	Fold 4	2:2		0.0	0.5	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.625	0.375
Q8TF76_WT	Fold 5	2:2		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q8TF76_WT	Mean	-		0.5154700538379251	0.8	0.75	0.9	0.6	0.85	0.5333333333333333	0.838095238095238	0.2583333333333333	0.7416666666666666
Q8TF76_WT	SD	-		0.4092241544098959	0.17078251276599332	0.2041241452319315	0.18257418583505536	0.447213595499958	0.18257418583505536	0.4127594582445936	0.13636020060263193	0.28907579423883767	0.28907579423883767
Q8TF76_WT	Test set	7:3		0.047619047619047616	0.6	0.5238095238095238	0.3333333333333333	0.7142857142857143	0.3333333333333333	0.7142857142857143	0.3333333333333333	0.380952380952381	0.6190476190476191
Q15835_WT		4:22	Not enough data in minority class of the training set for all 5 folds										
O43318_WT	Fold 1	12:15		0.4143709650823724	0.7037037037037037	0.7083333333333333	0.6666666666666666	0.75	0.7692307692307693	0.6428571428571429	0.7142857142857142	0.29444444444444445	0.7055555555555555
O43318_WT	Fold 2	12:15		0.2357797812857538	0.6296296296296297	0.6083333333333334	0.8	0.4166666666666667	0.631578947368421	0.625	0.7058823529411765	0.25555555555555554	0.7444444444444445
O43318_WT	Fold 3	11:16		0.2570193398539127	0.6296296296296297	0.6306818181818181	0.625	0.6363636363636364	0.7142857142857143	0.5384615384615384	0.6666666666666666	0.26704545454545453	0.7329545454545454
O43318_WT	Fold 4	11:15		0.08528028654224418	0.5769230769230769	0.5363636363636364	0.8	0.2727272727272727	0.6	0.5	0.6857142857142857	0.3878787878787879	0.6121212121212121
O43318_WT	Fold 5	11:15		0.14414999403128945	0.5769230769230769	0.5727272727272728	0.6	0.5454545454545454	0.6428571428571429	0.5	0.6206896551724138	0.35757575757575755	0.6424242424242425
O43318_WT	Mean	-		0.22732007335911447	0.6233618233618234	0.6112878787878787	0.6983333333333334	0.5242424242424243	0.6715905147484096	0.5612637362637363	0.6786477349560514	0.3125	0.6875
O43318_WT	SD	-		0.102497327052447	0.04251764902032822	0.05307736007407887	0.0782327960025102	0.1521074282458908	0.05613708421548343	0.05589607365634216	0.0304532733234521	0.04716738655237903	0.04716738655237903
O43318_WT	Test set	26:31		0.352954722120782	0.6666666666666666	0.674937965260546	0.5806451612903226	0.7692307692307693	0.75	0.6060606060606061	0.6545454545454547	0.228287841191067	0.771712158808933
P35626_WT		8:1	Not enough data in minority class of the training set for all 5 folds										
P35626_WT	Fold 1	3:2		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P35626_WT	Fold 2	3:1		0.0	0.75	0.5	0.0	1.0	0.0	0.75	0.0	0.0	1.0
P35626_WT	Fold 3	3:1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P35626_WT	Fold 4	3:1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P35626_WT	Fold 5	3:1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P35626_WT	Mean	-		0.8	0.95	0.9	0.8	1.0	0.8	0.95	0.8	0.0	1.0
P35626_WT	SD	-		0.3651483716701107	0.09128709291752769	0.1825741858350554	0.3651483716701107	0.0	0.3651483716701107	0.09128709291752769	0.3651483716701107	0.0	0.0
P35626_WT	Test set	8:1		0.0	0.8888888888888888	0.5	0.0	1.0	0.0	0.8888888888888888	0.0	0.0	1.0
Q9Y2K2_WT	Fold 1	1:5		0.6324555320336759	0.8333333333333334	0.9	0.8	1.0	1.0	0.5	0.888888888888889	0.2	0.8
Q9Y2K2_WT	Fold 2	1:5		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	1.0	0.0
Q9Y2K2_WT	Fold 3	2:4		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.25	0.75
Q9Y2K2_WT	Fold 4	2:4		-0.31622776601683794	0.5	0.375	0.75	0.0	0.6	0.0	0.6666666666666665	0.75	0.25
Q9Y2K2_WT	Fold 5	2:4		0.25	0.6666666666666666	0.625	0.75	0.5	0.75	0.5	0.75	0.375	0.625
Q9Y2K2_WT	Mean	-		0.1132455532033676	0.7	0.58	0.86	0.3	0.77	0.2	0.8029292929292928	0.515	0.485
Q9Y2K2_WT	SD	-		0.28820629862372205	0.11385500851066223	0.162916133843971	0.1056724498943157	0.3651483716701107	0.12707536404885153	0.22360679774997896	0.08168734602804363	0.28269536017888	0.28269536017888
Q9Y2K2_WT	Test set	6:8		0.251259453814803	0.6428571428571429	0.6041666666666666	0.875	0.3333333333333333	0.6363636363636364	0.6666666666666666	0.7368421052631579	0.3958333333333333	0.6041666666666667
Q8IYT8_WT		5:7	Not enough data in minority class of the training set for all 5 folds										
Q8IYT8_WT	Fold 1	3:3		0.4472135954999579	0.6666666666666666	0.6666666666666666	1.0	0.3333333333333333	0.6	1.0	0.7499999999999999	0.22222222222222224	0.7777777777777778
Q8IYT8_WT	Fold 2	3:3		0.7071067811865476	0.8333333333333334	0.8333333333333333	0.6666666666666666	1.0	1.0	0.75	0.8	0.3333333333333333	0.6666666666666666
Q8IYT8_WT	Fold 3	2:3		0.16666666666666666	0.6	0.5833333333333333	0.6666666666666666	0.5	0.6666666666666666	0.5	0.6666666666666666	0.3333333333333333	0.6666666666666666
Q8IYT8_WT	Fold 4	3:2		0.6666666666666666	0.8	0.8333333333333333	1.0	0.6666666666666666	0.6666666666666666	1.0	0.8	0.0	1.0
Q8IYT8_WT	Fold 5	3:2		0.16666666666666666	0.6	0.5833333333333333	0.5	0.6666666666666666	0.5	0.6666666666666666	0.5	0.16666666666666669	0.8333333333333334
Q8IYT8_WT	Mean	-		0.4308640753373011	0.7000000000000001	0.6999999999999998	0.7666666666666666	0.6333333333333333	0.6866666666666666	0.7833333333333333	0.7033333333333334	0.2111111111111111	0.788888888888889
Q8IYT8_WT	SD	-		0.2128304265993088	0.09026709338484402	0.10318986456114838	0.18257418583505536	0.2018433569398328	0.1534781924429512	0.17743021580745905	0.1029203215725281	0.11294778282945855	0.11294778282945858
Q8IYT8_WT	Test set	5:7		-0.1690308509457033	0.4166666666666667	0.41428571428571426	0.42857142857142855	0.4	0.5	0.3333333333333333	0.4615384615384615	0.5571428571428572	0.44285714285714284
O75385_WT	Fold 1	5:6		0.04303314829119352	0.5454545454545454	0.5166666666666667	0.8333333333333334	0.2	0.5555555555555556	0.5	0.6666666666666667	0.6333333333333333	0.36666666666666664
O75385_WT	Fold 2	5:5		0.408248290463863	0.7	0.7	0.8	0.6	0.6666666666666666	0.75	0.7272727272727272	0.52	0.48
O75385_WT	Fold 3	5:5		0.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.27999999999999997	0.72
O75385_WT	Fold 4	5:5		0.408248290463863	0.7	0.7	0.8	0.6	0.6666666666666666	0.75	0.7272727272727272	0.28	0.72
O75385_WT	Fold 5	5:5		0.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.24	0.76
O75385_WT	Mean	-		0.2519059458437839	0.629090909090909	0.6233333333333333	0.7266666666666667	0.52	0.6177777777777778	0.64	0.6642424242424243	0.39066666666666666	0.6093333333333334
O75385_WT	SD	-		0.12773811583857042	0.05589245872341599	0.06353768202442572	0.09506333171647753	0.1460593486680443	0.039336053473634815	0.08850612031567837	0.05197065405367785	0.14306693590116532	0.14306693590116532
O75385_WT	Test set	7:15		0.047619047619047616	0.45454545454545453	0.5238095238095238	0.3333333333333333	0.7142857142857143	0.7142857142857143	0.3333333333333333	0.4545454545454545	0.3904761904761905	0.6095238095238096
Q9Y572_WT		3:15	Not enough data in minority class of the training set for all 5 folds										
Q9Y572_WT	Fold 1	3:6		-0.25	0.5555555555555556	0.4166666666666667	0.8333333333333334	0.0	0.625	0.0	0.7142857142857143	0.5	0.5
Q9Y572_WT	Fold 2	3:6		-0.25	0.5555555555555556	0.4166666666666667	0.8333333333333334	0.0	0.625	0.0	0.7142857142857143	0.33333333333333337	0.6666666666666666
Q9Y572_WT	Fold 3	2:6		-0.2182178902359924	0.625	0.4166666666666667	0.8333333333333334	0.0	0.7142857142857143	0.0	0.7692307692307692	0.75	0.25
Q9Y572_WT	Fold 4	2:6		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.5833333333333333	0.41666666666666663
Q9Y572_WT	Fold 5	2:6		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.25	0.75
Q9Y572_WT	Mean	-		-0.14364357804719846	0.6472222222222223	0.45	0.9	0.0	0.6928571428571428	0.0	0.7824175824175825	0.4833333333333334	0.5166666666666666
Q9Y572_WT	SD	-		0.10758845976531717	0.08002700161604406	0.03726779962499649	0.07453559924999298	0.0	0.05195988772094094	0.0	0.05863094791125815	0.1624465724134827	0.16244657241348273
Q9Y572_WT	Test set	3:15		0.31622776601683794	0.8333333333333334	0.6333333333333333	0.9333333333333333	0.3333333333333333	0.875	0.5	0.9032258064516129	0.6444444444444445	0.35555555555555557
Q9BYP7_WT		1:2	Number of points 3 < 30										
Q9P2K8_WT		5:6	Not enough data in minority class of the training set for all 5 folds										
Q9P2K8_WT	Fold 1	3:2		-0.6666666666666666	0.2	0.16666666666666666	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.6666666666666667	0.33333333333333337
Q9P2K8_WT	Fold 2	3:2		0.0	0.6	0.5	0.0	1.0	0.0	0.6	0.0	1.0	0.0
Q9P2K8_WT	Fold 3	4:1		0.0	0.8	0.5	0.0	1.0	0.0	0.8	0.0	0.625	0.375
Q9P2K8_WT	Fold 4	4:1		0.0	0.8	0.5	0.0	1.0	0.0	0.8	0.0	0.5	0.5
Q9P2K8_WT	Fold 5	3:1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9P2K8_WT	Mean	-		0.06666666666666668	0.68	0.5333333333333333	0.2	0.8666666666666666	0.2	0.7066666666666667	0.2	0.5583333333333333	0.4416666666666667
Q9P2K8_WT	SD	-		0.48686449556014766	0.24765567494675617	0.24343224778007386	0.3651483716701107	0.2434322477800738	0.3651483716701107	0.2058406431450562	0.3651483716701107	0.29619500583480723	0.29619500583480723
Q9P2K8_WT	Test set	5:6		0.43033148291193524	0.6363636363636364	0.6666666666666666	0.3333333333333333	1.0	1.0	0.5555555555555556	0.5	0.19999999999999996	0.8
Q9NZJ5_WT	Fold 1	7:16		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q9NZJ5_WT	Fold 2	7:16		0.8981774262781437	0.9565217391304348	0.9285714285714286	1.0	0.8571428571428571	0.9411764705882353	1.0	0.9696969696969697	0.0	1.0
Q9NZJ5_WT	Fold 3	6:16		0.8100925873009825	0.9090909090909091	0.9375	0.875	1.0	1.0	0.75	0.9333333333333333	0.03125	0.96875
Q9NZJ5_WT	Fold 4	6:16		0.6772962119561564	0.8636363636363636	0.8541666666666667	0.875	0.8333333333333334	0.9333333333333333	0.7142857142857143	0.9032258064516129	0.078125	0.921875
