target	index	A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q99884_WT	SD	-		0.21363078845412814	0.10138869474711944	0.10092167846991638	0.2277100170213244	0.18257418583505536	0.22360679774997896	0.1253144193766372	0.146565621758588	0.1390277084026911	0.1390277084026911
Q99884_WT	Test set	8:7		0.6071428571428571	0.8	0.8035714285714286	0.8571428571428571	0.75	0.75	0.8571428571428571	0.7999999999999999	0.1875	0.8125
Q63380_WT	Fold 1	10:18		0.3161338044144022	0.6785714285714286	0.6611111111111111	0.7222222222222222	0.6	0.7647058823529411	0.5454545454545454	0.7428571428571428	0.19999999999999998	0.7999999999999999
Q63380_WT	Fold 2	10:18		0.7637838843300591	0.8928571428571429	0.8722222222222222	0.9444444444444444	0.8	0.8947368421052632	0.8888888888888888	0.918918918918919	0.10555555555555554	0.8944444444444444
Q63380_WT	Fold 3	10:17		0.07592566023652966	0.6296296296296297	0.5205882352941177	0.9411764705882353	0.1	0.64	0.5	0.7619047619047621	0.25	0.75
Q63380_WT	Fold 4	10:17		0.27116307227332026	0.6666666666666666	0.6323529411764706	0.7647058823529411	0.5	0.7222222222222222	0.5555555555555556	0.7428571428571428	0.3	0.7
Q63380_WT	Fold 5	10:17		0.3006232385408722	0.6666666666666666	0.6529411764705882	0.7058823529411765	0.6	0.75	0.5454545454545454	0.7272727272727272	0.3058823529411765	0.6941176470588236
Q63380_WT	Mean	-		0.3455259319590367	0.7068783068783069	0.6678431372549019	0.8156862745098039	0.52	0.7543329893360854	0.607070707070707	0.7787621387621388	0.23228758169934643	0.7677124183006535
Q63380_WT	SD	-		0.2065728302451274	0.08620780798475113	0.10406869458236284	0.09636552485463315	0.21134489978863147	0.07521385886670186	0.1298284364691687	0.0647528521068495	0.06759978561457596	0.06759978561457591
Q63380_WT	Test set	19:40		0.48420170829904696	0.7457627118644068	0.7572368421052631	0.725	0.7894736842105263	0.8787878787878788	0.5769230769230769	0.7945205479452054	0.22368421052631582	0.7763157894736842
Q9Y345_WT	Fold 1	3:18		0.33113308926626095	0.8571428571428571	0.6388888888888888	0.9444444444444444	0.3333333333333333	0.8947368421052632	0.5	0.918918918918919	0.2777777777777778	0.7222222222222222
Q9Y345_WT	Fold 2	3:18		0.8416254115301732	0.9523809523809523	0.9722222222222222	0.9444444444444444	1.0	1.0	0.75	0.9714285714285714	0.0	1.0
Q9Y345_WT	Fold 3	3:17		0.5461186812727502	0.9	0.6666666666666666	1.0	0.3333333333333333	0.8947368421052632	1.0	0.9444444444444444	0.23529411764705888	0.7647058823529412
Q9Y345_WT	Fold 4	3:17		0.7934920476158722	0.95	0.8333333333333333	1.0	0.6666666666666666	0.9444444444444444	1.0	0.9714285714285714	0.0	1.0
Q9Y345_WT	Fold 5	3:17		0.32673201960653564	0.85	0.6372549019607843	0.9411764705882353	0.3333333333333333	0.8888888888888888	0.5	0.9142857142857143	0.303921568627451	0.696078431372549
Q9Y345_WT	Mean	-		0.5678202498583185	0.9019047619047618	0.749673202614379	0.9660130718954247	0.5333333333333333	0.9245614035087719	0.75	0.9441012441012442	0.16339869281045755	0.8366013071895425
Q9Y345_WT	SD	-		0.20021335773594875	0.03992150272022165	0.12133164405863886	0.025355770903622	0.24343224778007386	0.03902532165689575	0.2041241452319315	0.02242319760112456	0.12342100810005804	0.12342100810005803
Q9Y345_WT	Test set	8:36		0.6712198316335474	0.9090909090909091	0.7986111111111112	0.9722222222222222	0.625	0.9210526315789473	0.8333333333333334	0.9459459459459458	0.0625	0.9375
P31652_WT	Fold 1	191:97		0.6234058834663201	0.8333333333333334	0.8083877584066497	0.7319587628865979	0.8848167539267016	0.7634408602150538	0.8666666666666667	0.7473684210526316	0.08884330976412803	0.911156690235872
P31652_WT	Fold 2	192:96		0.6169613130501771	0.8333333333333334	0.7994791666666666	0.6979166666666666	0.9010416666666666	0.7790697674418605	0.8564356435643564	0.7362637362637364	0.10308159722222222	0.8969184027777778
P31652_WT	Fold 3	191:96		0.6957090275120463	0.867595818815331	0.8305791884816753	0.71875	0.9424083769633508	0.8625	0.8695652173913043	0.7840909090909092	0.08851439790575916	0.9114856020942409
P31652_WT	Fold 4	191:96		0.7042251480084402	0.867595818815331	0.8538939790575917	0.8125	0.8952879581151832	0.7959183673469388	0.9047619047619048	0.8041237113402061	0.08355148342059338	0.9164485165794066
P31652_WT	Fold 5	191:96		0.6808303332295292	0.8606271777003485	0.8305246509598604	0.7395833333333334	0.9214659685863874	0.8255813953488372	0.8756218905472637	0.7802197802197802	0.08431500872600348	0.9156849912739965
P31652_WT	Mean	-		0.6642263410533026	0.8524970963995354	0.8245729487144887	0.7401417525773196	0.9090041448516579	0.805302078070538	0.874610264586299	0.7704133115934526	0.08966115940774126	0.9103388405922589
P31652_WT	SD	-		0.033583352250852405	0.014471470144456555	0.017430236080368245	0.03545784840460485	0.01874257404485079	0.03217504905598615	0.014882959443402876	0.022792158836413744	0.006429120713520551	0.006429120713520543
P31652_WT	Test set	392:225		0.6697388802118099	0.8492706645056726	0.826468253968254	0.7422222222222222	0.9107142857142857	0.8267326732673267	0.8602409638554217	0.7822014051522248	0.07660997732426303	0.923390022675737
P48067_WT	Fold 1	62:33		0.5507094955076032	0.8	0.7688172043010753	0.6666666666666666	0.8709677419354839	0.7333333333333333	0.8307692307692308	0.6984126984126984	0.239980449657869	0.7600195503421311
P48067_WT	Fold 2	63:32		0.25301143984316765	0.6736842105263158	0.6232638888888888	0.46875	0.7777777777777778	0.5172413793103449	0.7424242424242424	0.4918032786885246	0.24801587301587302	0.751984126984127
P48067_WT	Fold 3	63:32		0.489111665583179	0.7789473684210526	0.7333829365079365	0.59375	0.873015873015873	0.7037037037037037	0.8088235294117647	0.6440677966101694	0.1840277777777778	0.8159722222222222
P48067_WT	Fold 4	62:32		0.3944981803483625	0.7446808510638298	0.6703629032258065	0.4375	0.9032258064516129	0.7	0.7567567567567568	0.5384615384615384	0.15877016129032256	0.8412298387096774
P48067_WT	Fold 5	62:32		0.5943796148128976	0.8191489361702128	0.794858870967742	0.71875	0.8709677419354839	0.7419354838709677	0.8571428571428571	0.7301587301587302	0.15574596774193547	0.8442540322580645
P48067_WT	Mean	-		0.45634207921904196	0.7632922732362821	0.7181371607782898	0.5770833333333333	0.8591909882232462	0.67924278004367	0.7991833233009704	0.6205808084663322	0.1973080458967556	0.8026919541032445
P48067_WT	SD	-		0.11120658929578534	0.04670563124762233	0.057692343089812206	0.09965943164003502	0.038806544437268636	0.07542083694680142	0.03973142647477444	0.08361019605776925	0.03601193826518239	0.03601193826518236
P48067_WT	Test set	137:67		0.5504115510461706	0.8088235294117647	0.7585248937792788	0.6119402985074627	0.9051094890510949	0.7592592592592593	0.8266666666666667	0.6776859504132231	0.18226386316592222	0.8177361368340778
P28572_WT	Fold 1	8:7		0.7637626158259733	0.8666666666666667	0.875	1.0	0.75	0.7777777777777778	1.0	0.8750000000000001	0.05357142857142857	0.9464285714285714
P28572_WT	Fold 2	8:6		0.8660254037844387	0.9285714285714286	0.9375	1.0	0.875	0.8571428571428571	1.0	0.923076923076923	0.0	1.0
P28572_WT	Fold 3	7:7		0.4472135954999579	0.7142857142857143	0.7142857142857142	0.8571428571428571	0.5714285714285714	0.6666666666666666	0.8	0.75	0.2857142857142857	0.7142857142857142
P28572_WT	Fold 4	7:7		0.7453559924999299	0.8571428571428571	0.8571428571428572	0.7142857142857143	1.0	1.0	0.7777777777777778	0.8333333333333333	0.040816326530612256	0.9591836734693878
P28572_WT	Fold 5	7:7		0.42857142857142855	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.29591836734693877	0.7040816326530612
P28572_WT	Mean	-		0.6501858072363456	0.8161904761904761	0.8196428571428571	0.8571428571428571	0.7821428571428571	0.8031746031746032	0.8584126984126984	0.8191391941391941	0.13520408163265304	0.8647959183673469
P28572_WT	SD	-		0.1627136741942482	0.07918710202892883	0.08222046023729529	0.11664236870396084	0.13299276232160898	0.10710855810006484	0.10861288233656549	0.07059206178130717	0.11714342008445172	0.11714342008445175
P28572_WT	Test set	10:21		0.4095238095238095	0.7419354838709677	0.7047619047619047	0.8095238095238095	0.6	0.8095238095238095	0.6	0.8095238095238095	0.17857142857142855	0.8214285714285714
Q9WTR4_WT	Fold 1	35:27		0.637688203782018	0.8225806451612904	0.8132275132275132	0.7407407407407407	0.8857142857142857	0.8333333333333334	0.8157894736842105	0.7843137254901961	0.10793650793650796	0.8920634920634921
Q9WTR4_WT	Fold 2	35:26		0.45726659240727496	0.7377049180327869	0.7170329670329669	0.5769230769230769	0.8571428571428571	0.75	0.7317073170731707	0.6521739130434783	0.16153846153846152	0.8384615384615385
Q9WTR4_WT	Fold 3	35:26		0.3967032967032967	0.7049180327868853	0.6983516483516483	0.6538461538461539	0.7428571428571429	0.6538461538461539	0.7428571428571429	0.6538461538461539	0.18241758241758244	0.8175824175824176
Q9WTR4_WT	Fold 4	35:26		0.40350139665073204	0.7049180327868853	0.7032967032967032	0.6923076923076923	0.7142857142857143	0.6428571428571429	0.7575757575757576	0.6666666666666666	0.2549450549450549	0.7450549450549451
Q9WTR4_WT	Fold 5	35:26		0.5000047882171553	0.7540983606557377	0.7510989010989011	0.7307692307692307	0.7714285714285715	0.7037037037037037	0.7941176470588235	0.7169811320754716	0.13956043956043954	0.8604395604395604
Q9WTR4_WT	Mean	-		0.47903285555209535	0.7448439978847171	0.7366015466015465	0.6789173789173789	0.7942857142857143	0.7167480667480668	0.768409467649821	0.6947963182243933	0.16927960927960925	0.8307203907203906
Q9WTR4_WT	SD	-		0.08017508885449968	0.03951320749491834	0.03880916699871584	0.054346798535234817	0.06038425708246609	0.06361929756653503	0.02893416058794729	0.04617068848661567	0.04512446752921416	0.04512446752921416
Q9WTR4_WT	Test set	70:62		0.5480889377155617	0.7727272727272727	0.7663594470046082	0.6612903225806451	0.8714285714285714	0.82	0.7439024390243902	0.7321428571428572	0.17165898617511519	0.8283410138248848
P23977_WT	Fold 1	100:75		0.5899798569200284	0.8	0.7933333333333333	0.7466666666666667	0.84	0.7777777777777778	0.8155339805825242	0.761904761904762	0.11386666666666667	0.8861333333333333
P23977_WT	Fold 2	100:74		0.4642955516430967	0.7413793103448276	0.7240540540540541	0.6081081081081081	0.84	0.7377049180327869	0.7433628318584071	0.6666666666666667	0.13891891891891894	0.8610810810810812
P23977_WT	Fold 3	99:75		0.6535590335213071	0.8275862068965517	0.8096969696969698	0.68	0.9393939393939394	0.8947368421052632	0.7948717948717948	0.7727272727272727	0.0715151515151515	0.9284848484848486
P23977_WT	Fold 4	99:75		0.6747585146972815	0.8390804597701149	0.8391919191919192	0.84	0.8383838383838383	0.7974683544303798	0.8736842105263158	0.8181818181818181	0.09912457912457912	0.9008754208754209
P23977_WT	Fold 5	99:75		0.6469178525296323	0.8275862068965517	0.821010101010101	0.7733333333333333	0.8686868686868687	0.8169014084507042	0.8349514563106796	0.7945205479452055	0.1111111111111111	0.8888888888888888
P23977_WT	Mean	-		0.6059021618622692	0.8071264367816091	0.7974572754572754	0.7296216216216217	0.8652929292929292	0.8049178601593823	0.8124808548299443	0.762800213485145	0.10690728546728548	0.8930927145327147
P23977_WT	SD	-		0.06952291405887329	0.03222766592892654	0.036174037663478646	0.07258612472269761	0.035369577889733876	0.0474705412932496	0.0394704115939339	0.047283381364680244	0.020016757465793178	0.020016757465793178
P23977_WT	Test set	214:160		0.6378729430682935	0.8235294117647058	0.8166179906542057	0.76875	0.8644859813084113	0.8092105263157895	0.8333333333333334	0.7884615384615384	0.09389602803738317	0.9061039719626167
Q01959_WT	Fold 1	115:126		0.6340924775707384	0.8174273858921162	0.8170462387853692	0.8253968253968254	0.808695652173913	0.8253968253968254	0.808695652173913	0.8253968253968254	0.1235334713595583	0.8764665286404416
Q01959_WT	Fold 2	115:126		0.5347266358817825	0.7676348547717843	0.7675293305728088	0.7698412698412699	0.7652173913043478	0.782258064516129	0.7521367521367521	0.7760000000000001	0.13802622498274672	0.8619737750172533
Q01959_WT	Fold 3	115:126		0.6425664404365423	0.8215767634854771	0.8213940648723257	0.8253968253968254	0.8173913043478261	0.832	0.8103448275862069	0.8286852589641432	0.12125603864734298	0.8787439613526571
Q01959_WT	Fold 4	114:127		0.6355617398160763	0.8174273858921162	0.818241469816273	0.8031496062992126	0.8333333333333334	0.8429752066115702	0.7916666666666666	0.8225806451612903	0.09932311092692364	0.9006768890730764
Q01959_WT	Fold 5	114:126		0.6253872446354871	0.8125	0.8130743525480368	0.8015873015873016	0.8245614035087719	0.8347107438016529	0.7899159663865546	0.8178137651821863	0.11187691450849345	0.8881230854915065
Q01959_WT	Mean	-		0.6144669076681254	0.8073132780082988	0.8074570913189627	0.805074365704287	0.8098398169336385	0.8234681680652354	0.7905519729900186	0.814095298940889	0.11880315208501302	0.8811968479149869
Q01959_WT	SD	-		0.03673668326345496	0.018299894034683385	0.018386015983398205	0.018633482832997324	0.021672430137225373	0.01950087421899811	0.019141257477812958	0.01769025780280312	0.011728625061827902	0.011728625061827926
Q01959_WT	Test set	253:264		0.691432338908651	0.8452611218568665	0.8456851119894598	0.8257575757575758	0.8656126482213439	0.8650793650793651	0.8264150943396227	0.8449612403100776	0.0910363516588813	0.9089636483411186
P31645_WT	Fold 1	319:134		0.5304809341850971	0.8079470198675497	0.7597669957422917	0.6417910447761194	0.877742946708464	0.688	0.8536585365853658	0.664092664092664	0.10761240817854302	0.8923875918214569
P31645_WT	Fold 2	319:133		0.5070323753416629	0.8053097345132744	0.7349329436443774	0.5639097744360902	0.9059561128526645	0.7142857142857143	0.8328530259365994	0.6302521008403362	0.11551606288448392	0.8844839371155161
P31645_WT	Fold 3	318:134		0.5649692137273623	0.8252212389380531	0.767835351544166	0.6268656716417911	0.9088050314465409	0.7433628318584071	0.8525073746312685	0.680161943319838	0.09466816859100721	0.9053318314089928
P31645_WT	Fold 4	318:134		0.5862900200785065	0.834070796460177	0.7762836759598235	0.6343283582089553	0.9182389937106918	0.7657657657657657	0.8563049853372434	0.6938775510204083	0.1297991176194499	0.87020088238055
P31645_WT	Fold 5	318:134		0.5873442320928024	0.834070796460177	0.7784426921993804	0.6417910447761194	0.9150943396226415	0.7610619469026548	0.8584070796460177	0.6963562753036437	0.10464188491504739	0.8953581150849526
P31645_WT	Mean	-		0.5552233550850862	0.8213239172478464	0.7634523318180079	0.621737178767815	0.9051674848682006	0.7344952517625083	0.850746200427299	0.672948106915378	0.11044752843770629	0.8895524715622937
P31645_WT	SD	-		0.028943704251692674	0.011369186483969894	0.014349810466566037	0.026873664352485335	0.013136246046831761	0.026871614995938133	0.00837991935032548	0.022133651663834054	0.010730840647908843	0.010730840647908843
P31645_WT	Test set	655:314		0.6677198403179743	0.8586171310629515	0.8125200564010308	0.6815286624203821	0.9435114503816794	0.852589641434263	0.8607242339832869	0.7575221238938054	0.07642825886128263	0.9235717411387173
P23975_WT	Fold 1	189:118		0.620857723373208	0.8208469055374593	0.8099273607748183	0.7627118644067796	0.8571428571428571	0.7692307692307693	0.8526315789473684	0.7659574468085106	0.12084118016321409	0.8791588198367859
P23975_WT	Fold 2	188:119		0.6743057259274902	0.8469055374592834	0.8318210262828536	0.7647058823529411	0.898936170212766	0.8272727272727273	0.8578680203045685	0.794759825327511	0.08421240836760235	0.9157875916323976
P23975_WT	Fold 3	188:119		0.6412448258109388	0.8306188925081434	0.818523153942428	0.7647058823529411	0.8723404255319149	0.7913043478260869	0.8541666666666666	0.7777777777777778	0.10157786518862863	0.8984221348113713
P23975_WT	Fold 4	188:119		0.588296314437014	0.8078175895765473	0.7829429644198105	0.6722689075630253	0.8936170212765957	0.8	0.8115942028985508	0.7305936073059361	0.10803683175397819	0.8919631682460218
P23975_WT	Fold 5	188:118		0.6084914049526678	0.8169934640522876	0.7974215650919582	0.711864406779661	0.8829787234042553	0.7924528301886793	0.83	0.75	0.09556437071763431	0.9044356292823656
P23975_WT	Mean	-		0.6266391989002636	0.8246364778267441	0.8081272141023736	0.7352513886910697	0.8810030395136778	0.7960521349036526	0.8412520937634309	0.763817731443947	0.10204653123821153	0.8979534687617885
P23975_WT	SD	-		0.02682774313308147	0.01216108425814814	0.015392477500671641	0.03416371362585498	0.013717156065715344	0.017054780169689154	0.016220193154209084	0.020214048647654012	0.011175990037634555	0.011175990037634552
P23975_WT	Test set	414:244		0.6672493938513879	0.8449848024316109	0.8330561495208679	0.7868852459016393	0.8792270531400966	0.7933884297520661	0.875	0.7901234567901234	0.09372772630078405	0.9062722736992159
